시도,시군구,사고년도,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,공작물충돌,도로이탈,전도전복,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,공작물충돌,도로이탈,전도전복,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,기타,공작물충돌,도로이탈,전도전복,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,공작물충돌,도로이탈,전도전복,횡단중,차도통행중,길가장자리구역통행중,보도통행중,충돌,추돌,공작물충돌,도로이탈,전도전복
경북,구미시,사고[건],127,16,2,13,496,274,38,9,8,74,11,7,14,492,221,38,2,20,117,15,8,20,661,257,459,37,4,14,95,28,9,11,651,272,31,3,16,106,21,10,11,549,218,38,4,11
경북,구미시,사망[명],6,1,0,1,5,3,4,1,1,2,1,0,0,2,1,3,0,5,5,0,0,0,3,7,3,6,0,0,0,1,0,0,4,7,8,0,1,4,0,0,0,3,4,5,0,1
경북,구미시,부상[명],132,17,2,14,792,468,35,9,9,79,10,7,15,738,416,46,6,15,127,16,8,21,962,430,625,34,5,15,100,28,9,11,975,503,26,3,15,117,21,10,11,777,381,38,4,10
경북,영주시,사고[건],46,14,5,3,263,70,13,3,6,26,8,4,3,190,48,14,5,1,28,17,-,4,252,78,36,6,3,7,35,10,-,8,232,60,8,4,1,26,11,4,1,142,38,6,1,1
경북,영주시,사망[명],5,1,0,0,3,0,0,0,0,1,1,0,0,0,1,2,0,1,1,2,-,0,7,0,0,0,0,1,1,1,-,0,3,4,3,1,1,3,2,1,0,0,0,1,0,1
경북,영주시,부상[명],45,13,5,3,359,128,21,4,7,26,7,4,3,268,94,14,5,0,30,16,-,4,354,125,42,6,3,6,36,9,-,8,312,90,7,4,0,23,10,3,1,201,72,13,1,0
경북,영천시,사고[건],57,14,13,7,390,111,49,4,6,46,9,10,1,385,106,32,7,9,45,4,10,2,423,149,27,27,7,7,36,17,4,5,202,58,14,7,-,39,22,7,4,219,69,17,4,4
경북,영천시,사망[명],8,1,0,1,4,2,3,0,1,2,1,0,0,6,4,5,1,0,0,0,0,0,4,3,0,0,2,2,3,1,1,0,4,5,3,1,-,4,0,0,0,6,2,1,2,1
경북,영천시,부상[명],53,14,13,7,735,212,76,6,7,45,8,10,1,695,210,43,7,11,47,4,10,2,752,278,45,31,5,5,35,17,3,5,337,92,17,11,-,36,22,9,5,350,146,20,5,3
경북,문경시,사고[건],22,12,2,4,197,85,19,5,14,14,9,1,2,159,54,12,14,9,27,10,-,5,152,49,6,7,5,6,10,4,2,7,143,57,5,5,7,12,11,3,9,136,58,14,2,2
경북,문경시,사망[명],1,1,0,0,2,2,1,0,0,1,1,0,0,4,3,0,1,1,0,2,-,0,1,2,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,2,2,1,1,0
경북,문경시,부상[명],21,11,2,4,315,172,29,8,17,16,8,1,2,258,111,14,19,8,28,8,-,5,233,111,6,12,6,5,10,4,2,7,222,128,6,9,7,14,14,4,9,166,119,18,1,3
경북,상주시,사고[건],34,6,15,3,361,88,36,10,20,20,9,8,2,285,104,26,8,21,11,15,10,4,205,81,98,21,9,12,19,6,7,3,225,90,18,11,11,18,22,10,2,181,83,20,10,3
경북,상주시,사망[명],2,1,1,0,8,2,5,1,3,7,2,2,0,4,8,3,0,6,2,1,1,1,8,6,0,2,4,2,0,1,0,0,9,4,4,2,0,2,1,1,0,2,4,0,3,0
경북,상주시,부상[명],36,5,15,3,546,152,40,13,22,13,7,7,2,443,182,33,10,17,10,14,9,3,278,164,159,21,7,13,21,5,7,3,297,214,15,12,15,17,21,10,3,261,157,23,8,3
경북,군위군,사고[건],7,3,3,-,67,16,8,2,1,7,-,-,-,46,15,3,2,4,4,-,5,-,67,22,5,6,8,1,1,-,-,1,43,23,9,1,-,1,1,-,-,24,4,3,3,2
경북,군위군,사망[명],2,0,1,-,4,2,0,2,0,0,-,-,-,1,1,1,1,0,1,-,0,-,1,3,1,0,0,0,0,-,-,0,1,1,1,0,-,0,0,-,-,1,0,0,1,0
경북,군위군,부상[명],5,3,2,-,98,44,9,0,1,7,-,-,-,74,29,2,1,6,3,-,5,-,107,44,6,6,15,1,1,-,-,1,73,53,8,1,-,1,1,-,-,35,8,4,2,2
경북,의성군,사고[건],14,6,3,1,125,28,11,6,7,6,6,1,3,114,44,19,10,7,7,1,8,-,122,27,13,15,1,4,10,4,10,-,111,27,21,7,4,4,6,7,-,98,27,16,6,6
경북,의성군,사망[명],3,1,0,0,6,5,1,1,1,1,0,0,0,7,1,1,3,1,1,0,1,-,2,4,0,3,0,0,3,0,1,-,1,1,3,0,0,0,0,0,-,2,0,0,0,0
경북,의성군,부상[명],11,5,3,1,200,43,12,6,6,5,6,1,3,187,65,25,7,7,6,1,7,-,195,37,22,17,1,5,9,4,9,-,165,44,21,12,5,4,6,10,-,147,55,17,7,7
경북,청송군,사고[건],4,-,3,1,48,10,12,3,2,5,-,4,-,28,2,13,2,2,7,7,2,-,41,5,-,6,-,3,3,5,2,-,47,15,6,5,7,8,-,-,-,64,13,5,3,4
경북,청송군,사망[명],2,-,0,0,3,1,1,0,0,2,-,0,-,2,0,0,1,0,2,0,0,-,2,0,-,4,-,1,0,1,0,-,0,0,1,0,0,1,-,-,-,4,0,0,0,0
경북,청송군,부상[명],4,-,3,1,82,12,11,3,2,3,-,5,-,50,3,13,1,2,5,7,2,-,59,8,-,4,-,2,3,4,2,-,80,20,5,7,7,7,-,-,-,114,23,6,3,6
경북,영양군,사고[건],5,3,4,-,29,2,4,4,4,4,1,3,-,41,9,10,7,1,-,5,5,1,33,11,1,4,1,2,5,3,1,-,16,7,3,-,3,3,1,-,-,23,7,5,2,1
경북,영양군,사망[명],0,0,1,-,0,0,0,0,1,0,1,0,-,0,0,0,0,1,-,0,1,0,1,0,0,0,1,0,0,1,0,-,2,0,0,-,0,1,0,-,-,1,0,4,2,0
경북,영양군,부상[명],5,3,3,-,57,2,7,4,3,4,0,3,-,69,16,11,8,0,-,6,4,1,65,16,1,4,0,2,5,2,1,-,26,10,4,-,4,2,1,-,-,38,14,2,0,1
경북,영덕군,사고[건],6,6,8,3,109,44,16,3,8,8,10,8,-,113,39,11,2,5,5,9,7,1,128,51,6,12,10,2,5,6,7,2,113,37,11,7,4,10,11,5,-,122,40,16,10,5
경북,영덕군,사망[명],1,1,0,1,2,0,2,1,1,0,3,0,-,3,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2,1,0,1,1,2,1,0,1,0,0,-,3,0,4,0,0
경북,영덕군,부상[명],5,6,8,2,178,82,15,3,8,9,7,8,-,207,105,12,2,6,6,9,7,1,218,102,10,13,11,3,6,4,6,4,208,60,13,9,6,10,11,5,-,213,96,13,12,5
경북,청도군,사고[건],12,7,2,1,129,17,11,6,8,6,5,2,2,100,26,9,2,4,4,4,2,-,106,31,5,8,4,4,7,1,8,1,103,30,4,6,4,8,1,4,1,90,35,5,5,8
경북,청도군,사망[명],1,0,0,0,5,1,1,2,1,1,0,1,1,6,3,1,1,0,0,0,1,-,3,1,0,2,1,2,0,0,0,0,1,0,0,2,1,2,0,0,0,1,1,1,1,0
경북,청도군,부상[명],11,7,2,1,207,47,13,6,9,5,5,1,1,150,56,12,1,5,4,5,1,-,152,44,6,8,3,2,7,1,8,1,160,48,4,4,3,6,1,4,1,140,64,4,7,11
경북,고령군,사고[건],6,3,3,1,102,24,6,-,4,11,6,-,-,80,28,7,1,4,6,3,5,-,81,35,17,10,3,1,3,3,3,-,51,30,11,4,4,3,4,3,1,44,17,3,1,3
경북,고령군,사망[명],0,0,0,0,3,1,0,-,0,1,0,-,-,2,3,1,0,0,2,0,0,-,1,2,0,2,0,0,0,0,0,-,0,0,3,1,0,1,0,0,0,1,0,0,1,1
경북,고령군,부상[명],6,4,3,1,159,39,8,-,4,10,6,-,-,124,42,8,1,5,4,4,5,-,128,56,21,9,3,1,3,3,3,-,74,54,11,3,4,2,4,3,1,67,27,3,0,2
경북,성주군,사고[건],5,4,-,-,117,34,17,9,9,8,4,1,-,90,36,13,3,5,6,3,6,-,88,30,77,11,2,3,7,7,5,-,90,41,19,7,11,5,4,3,-,74,28,15,4,6
경북,성주군,사망[명],0,0,-,-,4,2,1,1,0,1,0,0,-,2,3,1,0,1,1,1,0,-,0,4,2,1,0,0,1,3,0,-,1,2,2,2,1,1,0,0,-,0,5,0,0,0
경북,성주군,부상[명],6,4,-,-,178,61,18,12,12,7,4,1,-,125,68,16,4,5,5,2,6,-,127,63,120,16,2,3,8,4,5,-,159,68,24,5,12,5,5,4,-,139,43,17,6,7
경북,칠곡군,사고[건],55,10,11,4,404,135,47,1,7,28,15,8,5,365,127,58,3,10,29,18,9,9,362,125,80,37,4,11,25,16,11,4,367,137,33,3,7,23,4,4,5,327,96,15,1,6
경북,칠곡군,사망[명],3,1,0,0,4,3,2,0,1,1,2,0,1,5,4,1,1,0,2,2,2,0,3,4,2,3,0,0,1,0,0,0,1,2,2,0,0,1,0,0,0,3,3,5,0,0
경북,칠곡군,부상[명],58,12,16,4,653,300,48,1,11,32,16,9,5,583,242,67,2,10,28,17,9,10,590,262,109,41,4,12,25,16,11,4,623,266,32,3,8,24,4,4,5,494,169,10,1,6
경북,예천군,사고[건],3,14,-,-,130,29,10,5,4,5,13,-,2,118,14,13,2,6,10,14,-,-,95,26,8,7,6,4,4,10,1,1,84,23,8,3,3,7,6,2,1,73,18,5,5,6
경북,예천군,사망[명],0,0,-,-,4,1,0,1,0,2,3,-,0,3,0,2,1,0,0,1,-,-,1,0,0,1,0,1,0,0,0,0,2,1,3,1,1,0,0,0,0,1,1,0,1,0
경북,예천군,부상[명],3,17,-,-,199,52,12,8,4,5,10,-,2,183,29,17,6,6,11,13,-,-,129,41,9,7,11,3,4,11,1,1,111,38,7,3,2,7,6,2,1,105,27,9,8,6
경북,봉화군,사고[건],3,3,1,-,44,18,20,7,8,5,-,1,-,53,17,6,6,7,2,-,1,1,40,8,13,7,1,1,2,3,-,-,37,10,2,1,2,3,-,1,-,41,16,6,4,4
경북,봉화군,사망[명],0,0,0,-,1,0,1,1,0,2,-,1,-,1,0,0,0,3,2,-,0,0,3,0,1,1,1,0,0,0,-,-,0,1,0,0,2,0,-,0,-,4,1,0,0,0
경북,봉화군,부상[명],3,3,1,-,78,47,28,7,9,3,-,0,-,90,24,9,8,7,0,-,1,1,81,12,21,6,1,1,2,3,-,-,63,13,2,1,0,3,-,1,-,69,26,7,4,7
경북,울진군,사고[건],11,2,2,2,93,18,11,8,3,10,2,2,-,47,19,12,4,3,6,1,9,-,39,13,1,5,7,4,7,6,4,-,61,28,13,2,6,12,5,6,-,77,21,23,2,4
경북,울진군,사망[명],3,0,0,0,0,0,0,1,0,0,0,0,-,0,1,1,2,0,1,0,1,-,0,0,0,1,0,0,0,0,1,-,3,1,3,0,1,1,0,0,-,3,1,0,0,0
경북,울진군,부상[명],8,2,2,2,131,31,13,8,3,13,2,2,-,62,40,14,3,3,5,1,8,-,63,18,1,5,10,4,7,6,5,-,128,55,12,2,8,12,5,6,-,124,47,28,3,7
경북,울릉군,사고[건],-,1,-,-,8,-,2,1,3,3,-,-,-,6,1,1,-,1,-,-,1,-,1,-,2,2,-,-,2,1,1,1,7,-,-,1,1,-,5,1,-,9,-,-,-,-
경북,울릉군,사망[명],-,0,-,-,0,-,0,0,0,0,-,-,-,0,0,0,-,1,-,-,0,-,0,-,0,2,-,-,0,0,0,0,0,-,-,0,0,-,0,0,-,1,-,-,-,-
경북,울릉군,부상[명],-,1,-,-,46,-,2,7,3,3,-,-,-,9,3,2,-,0,-,-,1,-,2,-,2,0,-,-,2,1,1,1,11,-,-,1,1,-,5,1,-,11,-,-,-,-
경북,경산시,사고[건],130,30,27,12,614,176,20,1,17,95,10,19,8,554,162,14,3,10,95,16,13,8,447,153,86,16,2,7,113,15,13,7,384,161,11,-,1,92,29,10,7,323,131,9,1,-
경북,경산시,사망[명],4,2,1,0,10,1,1,0,1,5,1,0,0,3,2,3,2,1,6,3,0,0,6,3,0,5,0,0,2,2,0,0,4,6,3,-,0,3,2,1,0,3,2,0,0,-
경북,경산시,부상[명],130,28,26,12,880,316,22,1,16,94,9,21,8,817,281,14,1,9,97,13,13,9,600,250,109,15,2,8,116,13,14,7,546,283,10,-,1,92,29,9,7,464,219,10,2,-
경남,진주시,사고[건],157,28,13,17,332,100,15,2,8,124,15,4,6,242,88,15,2,3,91,31,6,9,281,100,102,8,1,5,97,23,4,4,220,69,8,1,5,106,20,6,6,313,96,6,2,3
경남,진주시,사망[명],3,2,1,1,8,3,3,1,1,3,0,0,0,5,2,4,1,1,6,2,1,1,5,2,3,5,1,1,6,2,0,0,8,3,3,0,0,4,0,0,0,5,4,1,1,1
경남,진주시,부상[명],163,26,12,17,455,171,15,2,7,132,16,4,7,347,146,12,2,2,92,32,5,8,385,146,144,7,0,6,96,22,4,4,266,104,8,1,5,105,20,8,7,436,166,5,1,2
경남,통영시,사고[건],84,19,4,4,282,124,10,3,7,73,13,3,3,252,122,15,6,5,70,12,1,3,250,134,94,13,4,3,60,15,4,1,281,111,21,4,5,49,27,1,3,292,111,24,2,6
경남,통영시,사망[명],2,0,0,0,0,0,1,0,0,2,0,0,0,1,1,3,0,0,3,0,0,0,1,0,0,2,0,0,3,0,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0
경남,통영시,부상[명],85,19,4,5,480,275,13,4,10,80,13,3,4,394,240,12,10,5,70,13,1,3,389,254,124,14,5,3,62,15,4,1,434,200,22,7,5,50,28,1,5,463,223,29,2,6
경남,김해시,사고[건],218,46,37,17,"1,044",353,52,9,21,173,27,21,9,969,383,51,2,19,169,42,30,16,926,366,282,35,-,25,188,46,30,24,942,315,39,3,13,192,56,21,15,946,350,31,8,20
경남,김해시,사망[명],8,1,0,0,6,5,6,1,0,9,0,0,0,7,7,3,0,2,8,2,0,0,6,5,3,3,-,2,8,1,2,0,4,2,1,2,0,4,0,0,0,3,1,0,3,3
경남,김해시,부상[명],225,46,37,19,"1,616",702,53,8,21,178,30,23,12,"1,437",648,54,2,21,172,43,32,17,"1,351",635,416,33,-,23,193,49,29,24,"1,319",554,50,1,16,203,59,21,16,"1,412",612,36,5,19
경남,밀양시,사고[건],62,8,14,10,297,75,9,1,5,49,3,12,6,294,75,8,-,4,47,4,10,3,279,66,17,20,1,7,43,5,8,2,254,73,20,3,6,44,3,2,2,228,82,13,4,11
경남,밀양시,사망[명],6,2,2,0,7,2,0,0,1,3,0,2,0,0,0,2,-,0,3,0,1,0,7,0,0,3,0,0,3,0,0,0,3,1,1,1,0,0,0,0,0,2,4,0,0,0
경남,밀양시,부상[명],57,6,13,10,444,127,9,1,6,49,3,10,6,472,129,6,-,11,45,4,11,3,420,114,26,25,1,7,47,5,8,2,348,167,25,8,6,48,3,2,2,345,171,15,7,13
경남,거제시,사고[건],72,36,4,4,443,137,18,3,9,53,18,5,4,279,112,20,1,8,51,29,3,2,327,115,159,22,3,6,61,28,11,10,220,74,14,5,4,50,26,10,7,225,111,21,3,13
경남,거제시,사망[명],1,2,0,0,5,2,1,0,0,2,1,0,0,1,2,1,0,0,1,2,0,0,2,0,2,5,0,0,3,1,0,0,3,0,2,1,0,3,1,0,0,1,1,1,0,1
경남,거제시,부상[명],74,34,4,4,636,305,21,4,18,54,17,5,4,413,197,24,1,9,57,33,4,2,439,208,213,23,3,6,62,27,11,10,333,125,14,5,4,50,26,10,7,327,178,38,4,13
경남,의령군,사고[건],8,6,6,2,78,17,8,3,2,4,2,3,1,71,19,6,1,7,7,2,2,2,78,15,12,6,1,5,4,8,2,-,45,17,8,7,2,3,5,1,-,45,15,9,2,3
경남,의령군,사망[명],0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,2,0,1,1,0,0,0,2,2,0,0,0,1,0,0,0,-,3,0,0,2,0,0,0,0,-,0,1,0,0,0
경남,의령군,부상[명],8,5,5,2,131,35,10,2,2,3,2,3,1,103,33,6,1,9,6,2,3,2,104,28,12,7,4,7,4,9,2,-,53,25,9,7,2,3,5,1,-,60,36,16,3,3
경남,함안군,사고[건],25,3,2,-,126,85,14,4,10,17,4,5,3,121,45,16,7,9,17,1,6,4,140,49,27,10,2,5,11,4,3,5,126,58,11,1,11,21,2,1,2,104,59,10,2,1
경남,함안군,사망[명],1,0,0,-,1,4,3,1,2,0,0,0,0,4,1,3,0,0,2,0,0,0,1,1,0,2,0,0,3,0,0,0,3,1,0,0,2,3,0,0,0,1,2,0,1,0
경남,함안군,부상[명],24,3,2,-,197,175,12,4,10,17,4,5,3,183,82,14,7,10,18,1,6,4,208,91,44,16,2,5,9,4,3,5,179,110,12,2,9,18,2,1,2,171,100,13,2,1
경남,창녕군,사고[건],14,2,-,-,123,41,12,1,4,5,-,1,-,130,37,10,6,8,5,2,2,1,74,37,85,16,1,5,4,3,3,3,93,36,8,-,5,12,10,1,2,94,40,6,2,2
경남,창녕군,사망[명],0,1,-,-,3,1,1,0,0,0,-,0,-,1,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,1,-,0,3,1,0,1,1,4,1,1,0
경남,창녕군,부상[명],14,1,-,-,211,71,17,1,4,5,-,1,-,201,69,14,6,10,5,2,2,1,115,75,123,16,1,5,5,2,3,3,140,78,8,-,5,12,10,1,2,145,57,6,2,2
경남,양산시,사고[건],102,13,7,5,580,186,20,5,7,87,10,4,8,532,178,16,4,4,92,15,-,10,784,201,109,18,1,6,81,26,6,11,612,192,22,1,7,101,33,6,9,663,201,21,3,10
경남,양산시,사망[명],6,0,0,0,2,3,4,1,0,2,0,1,1,3,3,0,0,0,5,1,-,0,3,2,2,6,0,0,6,0,0,0,3,1,4,0,0,4,1,0,0,3,1,4,1,1
경남,양산시,부상[명],101,14,7,5,895,336,22,4,7,89,12,3,7,735,319,20,5,4,95,14,-,11,"1,075",334,150,14,1,10,82,26,6,11,796,320,19,1,7,103,33,6,10,912,326,23,2,9
경남,고성군,사고[건],14,20,3,4,93,44,5,2,2,8,10,-,9,98,43,9,3,4,16,9,3,3,87,48,12,5,3,4,16,20,2,2,74,42,11,5,1,14,13,3,3,82,21,7,3,6
경남,고성군,사망[명],0,1,0,1,2,1,1,1,1,1,0,-,0,1,1,2,0,0,3,0,0,0,1,0,0,0,1,1,1,0,0,0,4,2,0,4,0,0,1,0,0,1,0,0,0,0
경남,고성군,부상[명],15,21,3,3,135,86,9,1,1,8,10,-,10,144,75,9,3,7,13,9,3,3,120,68,22,8,2,3,15,20,2,2,103,64,13,2,1,16,12,5,3,127,34,10,3,7
경남,사천시,사고[건],69,25,13,5,322,92,17,5,3,49,17,8,1,319,97,21,4,8,33,11,7,-,305,102,56,23,4,4,34,6,4,2,281,87,13,2,6,43,8,9,3,278,88,7,1,6
경남,사천시,사망[명],3,1,0,0,3,0,1,1,0,1,2,0,0,2,2,1,0,0,4,2,0,-,3,2,0,3,0,1,2,0,0,0,4,0,0,0,1,0,1,1,0,6,5,0,0,1
경남,사천시,부상[명],71,25,14,7,530,221,21,5,3,50,16,9,1,525,190,27,6,8,29,9,7,-,479,206,84,26,4,3,34,6,5,2,453,178,18,2,6,43,7,8,3,407,162,10,1,6
경남,남해군,사고[건],15,14,6,2,86,20,18,12,6,9,7,6,-,105,36,14,10,9,13,13,5,1,94,20,5,20,5,7,8,16,3,-,90,18,9,9,4,8,11,5,-,60,17,12,4,6
경남,남해군,사망[명],2,0,0,0,2,0,1,3,0,2,1,0,-,1,0,1,0,1,0,2,0,0,2,0,0,1,0,0,2,1,0,-,2,1,3,0,0,2,1,0,-,1,0,2,0,0
경남,남해군,부상[명],13,14,6,3,143,37,39,13,13,7,6,6,-,175,67,13,12,10,14,12,5,1,147,37,8,26,6,8,8,15,4,-,165,44,11,16,4,7,11,5,-,103,32,12,5,6
경남,하동군,사고[건],10,3,3,1,74,16,8,3,7,3,5,3,-,56,16,3,2,4,3,8,-,-,31,19,16,2,5,4,2,5,3,4,59,16,5,5,2,6,4,3,1,26,14,-,-,1
경남,하동군,사망[명],3,0,1,0,3,1,0,1,0,1,1,0,-,0,1,1,1,2,0,1,-,-,2,1,0,0,1,2,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,-,-,0
경남,하동군,부상[명],7,4,2,1,109,31,13,5,10,2,4,3,-,88,22,2,1,2,3,7,-,-,38,30,27,2,4,2,2,5,3,4,84,36,4,8,1,5,3,2,1,43,27,-,-,1
경남,산청군,사고[건],11,8,1,2,85,26,9,8,6,5,4,3,2,86,29,19,8,5,8,2,2,-,87,25,14,19,7,2,3,4,2,1,51,21,9,9,3,12,6,1,-,88,33,15,6,9
경남,산청군,사망[명],0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,1,-,3,3,0,5,0,0,1,1,0,0,1,2,2,1,0,0,1,0,-,3,1,2,0,1
경남,산청군,부상[명],11,8,1,2,156,54,11,21,6,3,4,3,2,151,59,30,9,7,8,2,1,-,157,42,29,44,7,2,2,3,2,1,100,35,8,10,3,12,5,1,-,151,65,14,7,8
경남,함양군,사고[건],8,12,2,3,95,25,10,11,15,8,9,1,2,73,15,12,4,5,12,6,4,-,89,18,15,12,3,3,11,13,2,3,88,17,13,8,8,12,4,1,3,72,25,14,11,10
경남,함양군,사망[명],0,1,0,0,1,0,0,2,1,0,0,0,0,1,2,0,0,2,0,2,0,-,1,1,0,4,1,0,1,3,1,0,2,0,1,0,1,2,2,0,0,4,2,1,0,0
경남,함양군,부상[명],8,11,3,3,147,46,15,13,16,8,9,1,2,121,29,15,9,8,12,4,4,-,148,30,20,13,4,3,12,11,1,3,140,30,14,22,8,12,2,1,3,134,39,18,14,14
경남,거창군,사고[건],22,9,-,2,144,28,12,4,8,12,12,2,-,130,40,7,1,7,22,10,-,-,154,45,11,9,5,2,15,10,2,1,126,38,17,4,9,15,17,1,1,125,19,7,6,15
경남,거창군,사망[명],1,0,-,0,8,2,2,1,1,0,3,0,-,4,3,2,1,4,1,0,-,-,7,0,0,1,0,0,2,0,0,0,0,2,4,0,0,2,1,0,0,4,2,0,0,1
경남,거창군,부상[명],23,9,-,2,199,38,13,4,7,12,9,2,-,169,56,7,0,10,22,11,-,-,209,66,15,8,8,2,13,10,2,1,179,60,17,4,10,14,16,1,1,170,31,7,8,14
경남,합천군,사고[건],10,3,11,3,94,20,13,9,8,13,6,2,-,113,23,13,13,11,9,7,4,1,71,19,8,11,8,4,4,6,10,1,68,19,8,12,7,8,8,7,2,59,23,18,11,7
경남,합천군,사망[명],0,0,1,0,2,2,1,0,2,1,1,0,-,6,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,1,0,1,1,2,1,0,1,0,0,1,0,1,1,3,2
경남,합천군,부상[명],10,3,10,3,132,33,20,9,6,12,6,2,-,156,52,19,14,10,8,7,4,1,116,27,9,11,11,4,4,5,13,1,119,32,10,12,8,8,10,8,1,88,30,18,8,6
경남,창원시(통합),사고[건],324,161,38,45,"1,258",494,44,5,17,265,98,24,26,"1,270",476,38,1,21,261,51,19,27,"1,153",413,271,31,5,23,256,101,24,25,"1,107",406,27,2,17,279,109,32,41,"1,296",509,28,3,13
경남,창원시(통합),사망[명],17,10,0,3,9,5,4,1,3,15,5,0,1,7,10,7,0,4,14,3,0,1,10,0,0,6,2,4,10,3,2,0,22,6,4,1,0,17,5,2,0,10,5,2,1,1
경남,창원시(통합),부상[명],320,152,39,49,"1,875",927,51,5,15,267,98,24,25,"1,888",820,37,1,17,260,50,20,27,"1,676",755,364,31,3,21,253,103,25,27,"1,521",682,34,3,18,272,109,31,45,"1,813",854,36,2,12
제주,제주시,사고[건],253,38,20,23,"1,026",457,49,10,24,217,78,23,34,"1,068",498,80,7,22,205,64,25,34,"1,097",475,797,77,12,17,243,90,12,33,977,441,66,5,11,241,65,25,31,960,481,68,10,23
제주,제주시,사망[명],8,2,0,0,5,3,2,2,0,8,2,1,0,8,0,10,0,0,4,3,1,0,5,6,5,4,0,3,5,4,0,0,9,1,7,1,0,6,2,0,0,6,1,3,0,1
제주,제주시,부상[명],262,38,20,25,"1,730",859,64,8,34,225,80,24,36,"1,727",888,98,7,24,211,62,24,35,"1,771",925,"1,204",89,15,15,256,94,12,34,"1,604",805,83,6,13,245,65,25,34,"1,536",834,86,16,24
제주,서귀포시,사고[건],75,10,4,-,384,132,62,5,9,74,25,12,7,456,134,86,7,16,72,28,6,5,473,145,363,81,10,16,67,15,4,11,361,142,69,9,16,59,24,12,13,455,156,91,4,23
제주,서귀포시,사망[명],4,1,0,-,6,1,3,0,0,6,2,3,0,5,2,3,0,0,2,1,0,0,5,1,1,1,0,2,2,0,0,0,2,0,2,0,0,0,2,0,0,6,1,3,0,1
제주,서귀포시,부상[명],76,10,4,-,695,263,88,10,10,73,23,11,7,803,271,122,11,17,72,28,7,5,826,307,592,109,18,15,69,16,4,11,567,270,81,10,17,64,22,12,13,796,302,117,4,26
대구,중구,사고[건],63,23,36,10,409,104,5,-,4,36,22,30,11,309,94,5,-,2,31,17,27,16,281,63,111,2,-,1,44,33,32,9,253,82,3,-,2,37,20,23,8,274,95,6,-,2
대구,중구,사망[명],4,0,0,0,4,0,0,-,0,2,2,0,0,2,0,0,-,0,0,1,0,1,1,0,1,1,-,0,1,0,0,0,1,0,0,-,0,0,0,0,0,1,0,1,-,0
대구,중구,부상[명],64,23,36,10,668,229,9,-,4,40,23,32,12,521,152,6,-,2,34,16,27,15,445,115,167,1,-,1,46,35,33,11,397,142,4,-,2,40,21,23,10,448,181,7,-,2
대구,동구,사고[건],139,25,22,14,887,276,26,1,6,80,16,18,18,755,220,23,1,16,111,16,11,17,823,216,302,24,-,10,102,28,25,26,800,204,22,3,17,112,35,22,27,861,212,23,1,6
대구,동구,사망[명],1,1,0,0,5,3,4,1,0,3,0,0,0,5,2,2,0,0,3,0,0,0,7,0,0,2,-,0,3,0,0,0,1,0,2,0,0,6,0,1,0,1,2,3,0,0
대구,동구,부상[명],141,25,22,15,"1,437",510,54,0,6,88,16,18,18,"1,223",382,24,1,18,114,16,11,17,"1,273",416,420,28,-,12,104,28,26,26,"1,217",363,25,3,17,112,37,21,28,"1,332",365,31,1,7
대구,서구,사고[건],68,37,28,25,761,169,7,1,4,32,38,15,18,593,165,3,-,5,63,19,18,19,522,150,131,8,-,2,44,34,16,16,471,145,6,-,9,65,35,24,19,507,176,8,1,7
대구,서구,사망[명],2,1,0,0,2,0,1,0,0,1,3,0,0,2,1,0,-,0,0,1,0,1,3,1,0,1,-,0,1,1,0,0,0,1,0,-,0,1,3,0,0,3,0,0,0,0
대구,서구,부상[명],72,39,28,29,"1,206",306,9,1,11,33,37,15,20,904,301,3,-,5,65,19,18,19,797,305,190,9,-,2,44,33,16,16,690,262,6,-,9,68,33,25,20,770,283,17,1,8
대구,남구,사고[건],76,27,12,14,439,136,7,-,3,41,15,14,19,411,150,7,-,3,42,17,8,19,412,123,62,3,-,3,36,11,1,12,259,97,8,-,2,46,16,2,10,144,117,3,-,1
대구,남구,사망[명],2,1,0,0,0,0,1,-,0,5,0,0,0,1,0,1,-,0,2,0,0,1,0,0,0,0,-,0,1,0,0,0,0,0,2,-,0,1,0,0,0,0,0,0,-,0
대구,남구,부상[명],79,27,12,14,701,244,6,-,3,42,16,14,20,676,273,9,-,3,44,18,8,19,582,199,77,3,-,3,37,11,1,12,362,162,19,-,2,51,16,2,11,216,192,4,-,1
대구,북구,사고[건],150,21,21,29,"1,099",353,17,1,13,114,17,15,23,987,287,17,-,14,142,40,28,30,"1,134",352,221,20,3,15,128,36,15,42,984,304,26,-,15,147,25,9,30,856,291,14,1,7
