시도,시군구,사고년도,횡단중,차도통행중,길가장자리구역통행중,보도통행중,기타,충돌,추돌,기타_1,공작물충돌,도로이탈,전도전복,기타_2,횡단중_3,차도통행중_4,길가장자리구역통행중_5,보도통행중_6,기타_7,충돌_8,추돌_9,기타_10,공작물충돌_11,도로이탈_12,전도전복_13,기타_14,횡단중_16,차도통행중_17,길가장자리구역통행중_18,보도통행중_19,기타_20,충돌_21,추돌_22,기타_23,공작물충돌_24,도로이탈_25,전도전복_26,기타_27,횡단중_29,차도통행중_30,길가장자리구역통행중_31,보도통행중_32,기타_33,충돌_34,추돌_35,기타_36,공작물충돌_37,도로이탈_38,전도전복_39,기타_40,횡단중_42,차도통행중_43,길가장자리구역통행중_44,보도통행중_45,기타_46,충돌_47,추돌_48,기타_49,공작물충돌_50,도로이탈_51,전도전복_52,기타_53
충북,단양군,사고[건],12,,-,-,9,66,29,17,15,1,4,4,10,1,-,-,7,50,23,28,17,2,2,5,8,-,-,-,7,73,25,10,11,4,3,6,10,2,-,1,7,38,24,40,10,1,11,3,5,1,-,1,9,14,32,29,4,-,1,4
충북,단양군,사망[명],1,,-,-,0,3,3,0,2,0,1,0,0,0,-,-,0,0,1,1,2,1,0,0,0,-,-,-,0,1,1,1,1,0,1,2,0,1,-,0,0,2,1,0,1,0,0,0,0,0,-,0,1,0,1,0,1,-,1,1
충북,단양군,부상[명],13,,-,-,9,117,83,26,18,2,3,8,12,1,-,-,10,93,47,40,18,3,2,7,8,-,-,-,7,130,49,12,11,4,2,5,13,1,-,1,8,63,52,67,14,2,11,3,5,1,-,2,9,21,69,46,4,-,0,3
충북,증평군,사고[건],21,9,4,1,7,118,30,9,7,-,-,4,11,3,1,2,8,96,26,14,2,-,4,-,11,2,1,1,12,120,42,8,6,2,2,3,15,6,3,2,4,93,15,9,3,1,-,1,16,11,11,5,4,109,28,10,5,2,2,3
충북,증평군,사망[명],2,0,1,0,0,2,0,0,1,-,-,0,1,0,0,0,0,1,0,0,0,-,0,-,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,-,0,0,1,0,0,0,0,0,1,0,0,1,0
충북,증평군,부상[명],19,9,3,1,7,177,54,13,10,-,-,4,10,3,1,2,8,142,50,20,2,-,4,-,10,2,1,1,12,185,76,9,7,2,2,3,14,7,3,2,4,138,21,11,4,1,-,2,18,10,11,6,4,165,57,10,7,2,1,3
충남,천안시,사고[건],246,49,8,7,228,1480,580,452,28,3,19,37,189,29,11,8,207,1417,579,567,25,4,17,33,170,35,16,22,210,1067,451,992,24,5,13,34,188,45,19,31,214,1116,463,781,30,5,14,31,253,71,24,34,195,1526,507,692,35,5,13,48
충남,천안시,사망[명],4,2,0,0,12,6,6,6,3,1,2,0,10,3,0,0,7,12,8,4,2,3,1,1,7,0,0,0,4,6,2,5,3,1,0,1,7,1,0,0,13,7,6,7,3,0,1,2,12,1,1,0,4,9,2,3,1,0,2,2
충남,천안시,부상[명],261,52,8,10,227,2262,1063,678,35,2,18,37,203,27,11,8,210,2085,1135,837,28,1,17,33,174,36,17,25,221,1601,824,"1,407",35,4,13,35,194,48,21,34,213,1678,828,1059,33,5,13,31,260,74,24,35,203,2221,876,984,40,6,11,51
충남,아산시,사고[건],77,10,6,14,104,215,175,443,13,3,5,18,69,19,6,8,96,287,185,492,13,1,2,12,67,20,8,7,81,300,218,445,13,4,6,16,86,20,10,11,78,376,237,413,22,3,4,7,93,21,9,12,64,593,287,178,10,1,6,15
충남,아산시,사망[명],7,1,0,0,1,5,4,9,5,1,2,1,3,1,0,0,5,4,1,2,2,0,0,1,4,1,0,0,0,2,2,8,5,1,3,1,2,2,0,0,4,4,2,1,5,0,0,1,3,0,0,0,2,5,2,0,2,0,2,0
충남,아산시,부상[명],76,9,6,15,107,356,282,637,10,2,3,18,67,18,6,9,96,438,328,707,14,1,2,12,67,21,8,7,85,450,366,644,12,3,3,21,89,19,10,12,78,623,425,564,38,3,4,6,98,21,9,12,62,884,505,251,11,1,11,16
충남,보령시,사고[건],81,7,7,5,36,192,56,63,12,5,9,5,45,5,6,4,47,131,70,131,9,-,6,14,38,10,7,1,50,110,45,132,3,1,10,17,40,7,5,1,34,125,40,63,6,-,4,6,35,10,7,1,29,101,29,49,13,2,1,2
충남,보령시,사망[명],2,0,1,0,2,4,2,0,2,1,2,0,4,0,0,0,1,5,0,0,1,-,0,1,3,2,0,0,1,0,2,5,1,0,3,2,3,0,0,0,2,7,1,2,2,-,1,2,1,2,0,0,1,2,1,0,1,0,0,0
충남,보령시,부상[명],82,8,9,7,42,314,114,90,10,10,11,5,46,5,6,4,50,202,132,206,8,-,7,16,35,8,7,1,55,173,76,207,2,1,8,22,37,7,5,1,33,224,76,88,6,-,4,5,37,8,7,1,29,180,51,81,19,2,1,2
충남,공주시,사고[건],43,9,6,4,29,305,113,45,19,9,12,14,28,11,2,-,30,207,109,61,22,8,13,23,25,11,1,5,25,190,87,87,7,6,8,9,34,7,4,4,17,194,81,68,15,5,8,8,31,13,2,7,28,185,85,59,11,4,8,6
충남,공주시,사망[명],3,1,0,0,3,6,6,1,1,1,0,0,0,1,0,-,0,4,8,4,4,1,1,3,0,2,0,0,0,2,5,2,0,1,0,1,1,0,0,0,1,4,3,2,2,0,0,0,2,1,1,0,1,2,7,2,3,1,0,2
충남,공주시,부상[명],44,8,6,4,26,550,264,65,28,8,13,18,28,10,3,-,31,320,236,99,21,7,13,28,25,9,1,5,28,289,170,155,7,6,9,11,33,7,4,5,16,327,176,124,14,5,8,11,33,13,1,7,27,276,167,94,11,3,8,4
충남,서산시,사고[건],57,20,9,12,50,392,183,63,28,5,15,5,63,16,8,7,33,356,154,68,18,4,7,3,61,11,11,9,37,325,123,62,13,4,10,1,61,17,18,6,40,232,121,99,10,4,3,4,49,26,13,7,42,301,121,95,11,3,5,10
충남,서산시,사망[명],4,1,1,0,1,5,9,1,3,1,0,0,7,1,1,1,0,6,2,1,3,2,0,0,4,2,0,0,2,6,5,1,2,0,0,0,1,3,0,0,0,3,2,0,0,2,2,0,3,3,2,0,1,7,3,1,0,1,1,1
충남,서산시,부상[명],56,21,8,13,50,638,341,86,29,4,17,5,58,15,7,8,35,549,271,95,16,2,7,4,61,9,11,12,38,492,216,86,11,4,14,1,67,14,18,6,43,367,229,148,12,2,1,5,46,23,12,7,42,477,219,138,13,3,4,11
충남,금산군,사고[건],13,5,3,-,19,78,15,5,8,2,-,2,10,6,-,2,9,55,20,6,4,2,5,2,8,1,1,-,12,54,15,5,6,5,3,1,23,3,3,2,13,63,11,9,6,3,1,-,9,-,3,-,16,58,14,17,6,5,3,8
충남,금산군,사망[명],0,2,1,-,1,2,0,1,0,0,-,0,2,1,-,0,1,1,1,0,0,0,0,1,1,0,0,-,0,2,1,0,2,0,1,1,0,0,0,0,1,2,0,1,1,1,0,-,1,-,0,-,0,1,3,0,0,1,0,1
충남,금산군,부상[명],14,3,2,-,23,112,34,6,9,3,-,3,9,5,-,2,8,93,59,8,6,2,5,1,8,1,1,-,12,86,33,5,5,5,2,0,24,3,3,2,13,98,14,16,6,2,2,-,10,-,3,-,16,80,27,22,6,4,3,7
충남,태안군,사고[건],22,7,4,3,19,163,50,16,17,7,3,9,21,10,4,1,12,137,68,15,17,1,3,10,14,5,5,1,26,81,64,46,15,4,3,6,14,21,-,2,18,49,68,76,7,3,5,4,7,12,1,-,17,85,54,33,3,2,3,1
충남,태안군,사망[명],3,1,1,0,0,3,1,0,3,2,1,2,3,2,0,0,1,4,2,0,1,1,0,2,0,1,0,0,1,2,2,3,4,1,0,0,1,2,-,0,1,0,1,2,0,0,0,1,0,0,0,-,0,2,2,1,0,1,0,0
충남,태안군,부상[명],20,6,3,3,23,341,123,27,23,5,3,7,23,8,4,1,14,262,152,23,18,4,5,9,14,4,5,1,25,141,121,70,18,3,3,6,15,19,-,2,18,86,123,143,11,7,8,4,7,13,1,-,17,144,93,49,5,1,3,2
충남,논산시,사고[건],42,19,9,7,15,257,59,28,16,6,14,4,28,15,5,7,18,184,56,36,12,1,5,8,32,19,2,3,12,185,61,11,14,7,3,1,30,17,5,5,15,187,43,23,8,3,7,4,28,13,-,5,9,152,57,16,9,2,6,1
충남,논산시,사망[명],5,0,0,0,0,7,1,1,7,3,2,0,3,4,0,0,1,4,1,2,4,0,1,1,6,0,0,0,1,4,3,0,3,6,0,0,3,0,0,0,2,8,2,0,1,1,1,0,1,4,-,0,0,1,0,0,3,0,0,0
충남,논산시,부상[명],42,19,9,7,16,448,125,46,11,3,14,4,26,11,5,7,22,324,103,71,13,1,4,7,30,22,2,4,12,323,107,16,11,7,3,1,28,18,5,7,13,314,81,37,8,2,7,4,29,9,-,5,9,257,113,24,7,2,9,1
충남,부여군,사고[건],13,4,2,1,28,110,27,15,7,7,4,4,9,5,1,-,17,111,30,13,7,3,1,4,11,13,1,3,15,87,19,28,6,1,5,4,23,3,2,1,14,80,25,28,8,9,2,3,13,4,-,1,24,93,39,48,5,3,5,2
충남,부여군,사망[명],1,0,0,0,3,4,0,1,1,5,0,1,0,0,0,-,1,2,0,1,1,0,1,0,0,2,0,0,3,2,3,1,0,0,1,1,2,0,0,0,2,1,0,0,1,3,0,0,4,0,-,0,1,1,5,0,0,0,1,1
충남,부여군,부상[명],13,4,2,1,25,153,44,20,6,3,4,3,10,5,1,-,16,154,64,18,9,4,0,4,11,12,1,3,13,138,33,36,9,1,4,3,23,3,4,1,13,134,50,40,8,9,2,3,10,4,-,1,24,127,64,76,5,3,5,1
충남,서천군,사고[건],22,7,7,7,15,166,47,10,18,11,9,4,15,13,-,3,17,159,30,16,15,11,7,3,14,10,5,1,20,113,33,25,14,3,9,9,16,15,3,3,25,121,33,20,13,7,13,5,8,11,2,-,17,92,26,29,16,10,3,12
충남,서천군,사망[명],5,2,1,1,1,1,1,0,2,2,1,1,0,2,-,0,1,1,3,2,0,4,1,0,1,1,0,0,1,4,3,2,1,1,0,3,1,1,0,0,3,2,0,0,0,1,1,0,0,0,0,-,3,1,4,1,1,1,0,0
충남,서천군,부상[명],17,7,7,7,14,272,81,13,21,10,10,3,15,11,-,3,16,260,59,18,17,7,7,3,14,9,5,1,19,211,60,43,21,2,9,7,16,15,4,3,24,210,55,27,13,10,15,5,8,12,2,-,17,193,46,46,16,9,3,15
충남,청양군,사고[건],8,7,1,-,14,86,27,6,14,14,7,7,5,3,1,1,13,84,20,3,18,6,12,4,3,10,3,-,5,74,24,3,10,14,5,-,2,6,4,-,5,87,30,8,14,11,9,9,5,2,2,-,8,69,29,4,23,9,11,3
충남,청양군,사망[명],2,1,0,-,0,3,1,0,0,2,1,0,0,1,0,0,2,3,0,0,1,2,0,0,0,1,0,-,1,0,3,0,1,1,0,-,0,0,0,-,0,1,2,1,0,2,0,0,0,1,0,-,1,1,1,0,2,1,1,1
충남,청양군,부상[명],6,6,1,-,16,141,41,7,22,17,6,8,5,2,1,1,11,142,47,4,19,5,13,4,3,9,4,-,5,127,50,3,9,15,5,-,2,6,4,-,5,146,54,13,14,10,10,12,5,1,2,-,7,119,42,5,28,11,10,2
충남,홍성군,사고[건],31,10,11,3,27,148,48,45,9,2,5,2,11,10,5,2,17,172,64,26,5,2,2,6,15,5,2,1,19,95,38,56,3,3,3,4,24,9,2,1,10,119,46,25,3,1,1,1,22,5,5,4,15,125,18,34,4,1,3,-
충남,홍성군,사망[명],4,5,2,0,2,0,1,0,3,1,2,1,1,0,0,0,2,2,1,0,2,2,2,0,0,2,0,0,1,1,4,1,0,0,1,2,3,1,0,0,1,8,5,1,1,0,0,0,2,0,0,0,2,2,1,1,1,0,0,-
충남,홍성군,부상[명],28,5,10,3,28,212,107,67,9,1,3,1,10,11,6,2,15,245,106,38,3,1,0,6,16,3,2,1,18,152,60,92,3,3,2,2,21,8,2,1,9,154,72,33,15,1,1,1,22,5,5,4,15,198,33,41,3,1,3,-
충남,예산군,사고[건],23,10,9,3,25,193,71,35,14,6,4,4,12,18,2,1,22,194,64,30,10,6,9,7,22,7,1,-,20,184,45,5,19,8,7,8,12,9,2,1,16,176,59,28,18,7,7,8,18,18,8,-,29,193,62,15,18,5,4,4
충남,예산군,사망[명],1,0,0,0,2,4,2,2,4,2,0,0,0,3,0,0,0,3,2,2,0,1,1,1,1,2,0,-,1,6,2,0,5,3,1,2,0,1,0,0,2,6,0,1,4,2,1,1,2,0,0,-,0,2,2,0,0,1,2,1
충남,예산군,부상[명],25,10,9,3,25,318,123,43,11,5,4,4,12,15,2,1,29,303,119,40,12,7,8,7,21,5,1,-,20,273,77,6,19,8,6,6,12,8,3,1,14,280,120,74,14,6,11,7,16,18,10,-,29,283,123,20,21,4,3,4
충남,당진시,사고[건],30,35,7,11,41,340,150,120,26,3,10,10,19,26,10,9,40,318,183,116,12,9,3,6,44,18,15,7,39,242,152,146,9,5,4,9,24,9,4,9,41,200,141,83,7,1,4,6,41,20,6,10,37,233,121,73,9,4,3,4
충남,당진시,사망[명],0,0,1,0,2,8,8,5,4,1,4,0,0,4,0,0,3,7,6,2,2,4,1,0,4,2,0,0,3,8,7,4,2,2,1,3,3,0,0,0,2,6,2,1,1,1,1,3,2,0,0,0,0,8,4,1,2,1,0,0
충남,당진시,부상[명],32,35,6,14,40,525,337,163,30,2,12,11,20,22,10,9,40,527,362,171,13,6,2,6,45,17,16,7,39,339,262,226,14,3,3,7,22,11,4,12,42,279,251,126,9,0,3,3,41,21,6,10,38,350,221,100,18,5,3,5
충남,계룡시,사고[건],6,,-,-,2,32,10,2,2,-,-,1,6,2,-,-,4,20,12,3,2,1,2,2,8,4,1,1,1,26,8,2,2,2,1,-,5,1,-,1,2,27,5,1,4,-,-,1,8,2,-,1,1,33,6,5,3,-,-,-
충남,계룡시,사망[명],1,,-,-,0,0,0,0,0,-,-,0,1,0,-,-,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-,0,0,-,0,0,1,0,0,1,-,-,0,0,0,-,0,0,0,0,0,0,-,-,-
충남,계룡시,부상[명],5,,-,-,2,57,28,2,3,-,-,1,5,2,-,-,4,34,31,5,2,0,2,2,8,3,2,1,1,38,13,6,2,2,1,-,6,1,-,1,2,50,5,3,3,-,-,1,8,2,-,1,1,59,11,7,4,-,-,-
전북,전주시,사고[건],313,62,20,46,161,1149,351,222,13,-,2,26,252,43,25,30,91,993,371,245,11,1,3,17,247,32,25,28,100,1041,347,297,8,1,1,24,243,38,20,24,112,922,320,203,15,1,1,19,233,45,24,29,121,862,370,254,11,-,1,31
전북,전주시,사망[명],9,3,0,0,2,12,4,1,3,-,0,1,11,2,0,1,3,13,5,2,3,0,0,0,8,1,1,0,7,12,3,5,2,0,0,0,7,0,1,0,2,9,1,4,0,1,0,1,6,1,1,0,0,6,3,2,4,-,1,2
전북,전주시,부상[명],317,59,21,50,165,1843,690,355,13,-,2,26,255,43,27,31,91,1527,694,413,14,1,3,17,260,31,26,31,95,1584,544,453,12,3,1,30,251,39,19,25,134,1368,513,327,19,1,1,23,246,45,23,34,127,1321,640,386,13,-,0,35
전북,군산시,사고[건],117,25,16,13,89,409,193,333,19,-,3,7,88,21,15,12,62,368,172,338,13,4,3,7,88,34,23,13,51,466,213,181,15,4,6,6,105,32,15,19,67,580,178,129,20,4,4,14,92,26,19,15,47,546,208,201,15,5,4,5
전북,군산시,사망[명],5,0,0,0,0,5,7,5,3,-,0,0,2,3,0,0,0,7,4,1,0,8,0,0,6,1,1,1,1,6,0,0,2,2,1,0,5,0,1,0,4,5,3,1,4,0,1,1,6,0,0,1,1,5,3,1,1,0,0,0
전북,군산시,부상[명],118,26,18,14,93,713,388,510,20,-,3,11,94,19,15,12,64,607,342,541,18,18,3,10,85,36,23,13,53,729,389,259,23,4,5,7,103,32,15,20,65,882,319,171,24,4,3,16,95,26,19,15,47,845,370,303,20,6,4,7
전북,정읍시,사고[건],73,10,3,3,39,307,68,64,8,4,5,12,38,17,8,6,10,294,68,18,15,6,8,3,34,10,2,3,22,187,52,41,6,7,6,9,46,11,2,2,21,192,45,73,5,3,3,6,44,7,2,3,24,153,42,63,6,1,2,3
전북,정읍시,사망[명],4,1,0,0,3,5,4,1,1,0,1,0,2,0,1,0,2,3,2,1,4,1,2,0,0,1,0,0,2,3,5,1,0,1,2,2,3,0,0,0,1,7,2,1,0,1,2,1,1,0,1,0,1,0,3,1,2,1,0,2
전북,정읍시,부상[명],71,9,3,3,39,498,141,100,15,4,5,16,38,18,7,6,10,497,129,27,16,7,9,3,39,9,2,3,21,349,80,55,7,8,4,8,45,13,2,2,20,316,79,107,12,2,2,6,44,8,1,3,24,262,89,116,5,0,5,2
전북,남원시,사고[건],28,13,1,1,17,140,36,47,14,1,6,7,24,13,-,5,16,128,29,36,12,4,6,2,15,6,4,5,16,155,26,40,10,6,3,5,13,12,2,7,11,142,23,48,11,4,2,3,23,12,3,4,22,107,34,29,6,3,12,6
전북,남원시,사망[명],2,0,0,0,0,2,0,2,1,0,1,0,0,1,-,0,1,3,6,0,5,1,1,0,2,0,0,0,2,2,1,1,2,1,1,0,0,1,0,1,1,3,1,1,4,1,1,0,4,2,0,0,2,1,0,1,3,1,1,1
전북,남원시,부상[명],29,13,1,1,19,212,72,55,19,1,7,11,25,12,-,6,15,185,83,43,9,5,5,2,13,6,4,5,14,225,35,47,11,6,3,6,15,11,2,6,10,210,43,71,10,4,1,3,20,10,3,7,21,162,61,34,4,2,11,11
전북,김제시,사고[건],47,18,6,2,22,229,89,48,11,2,1,6,28,14,7,6,13,202,77,10,5,5,1,-,20,8,2,2,18,163,35,4,9,-,-,2,28,15,6,1,8,144,35,9,2,1,2,2,24,18,1,3,11,142,39,8,9,3,3,-
전북,김제시,사망[명],3,2,1,0,4,5,3,3,1,1,0,0,5,1,1,0,1,7,7,1,3,3,0,-,2,0,0,0,1,4,1,0,4,-,-,1,0,0,0,1,0,6,0,0,0,0,1,0,3,0,0,0,1,2,3,0,2,2,1,-
전북,김제시,부상[명],47,16,6,2,19,428,260,73,15,1,1,6,26,14,6,7,12,327,175,14,5,3,1,-,18,8,2,2,20,278,58,5,6,-,-,1,32,15,6,0,8,222,60,20,4,3,2,2,21,19,1,3,14,253,88,11,13,1,3,-
전북,완주군,사고[건],14,3,3,3,25,101,45,70,3,2,4,5,10,4,-,2,17,92,40,56,4,1,2,7,17,5,2,1,10,76,41,25,10,2,2,3,16,-,2,2,13,94,33,47,7,-,3,1,13,5,2,5,15,125,42,37,5,1,4,3
전북,완주군,사망[명],0,2,0,0,1,6,5,1,0,1,1,0,3,1,-,0,1,4,0,1,2,0,1,2,2,1,0,0,0,2,4,1,3,1,1,0,3,-,0,0,2,1,5,4,2,-,2,1,4,1,1,1,2,5,1,1,2,1,2,0
전북,완주군,부상[명],14,1,3,3,24,164,90,107,4,1,6,5,8,3,-,2,19,141,78,89,2,1,1,8,17,4,2,1,10,118,81,34,9,1,1,3,13,-,2,2,12,144,65,66,6,-,1,0,9,4,2,4,20,207,93,67,6,0,2,3
전북,진안군,사고[건],5,,1,-,3,30,15,2,6,7,2,6,7,2,1,-,,22,7,1,5,6,1,-,3,-,2,1,,26,10,2,11,3,5,-,8,2,3,2,2,23,7,3,8,1,1,2,5,-,1,-,7,29,21,21,6,2,1,4
전북,진안군,사망[명],0,,0,-,1,0,1,2,1,2,0,0,0,0,1,-,,2,3,0,0,2,0,-,1,-,0,0,,1,0,0,3,1,1,-,1,0,0,0,1,0,1,0,2,1,0,1,0,-,1,-,2,1,0,0,2,0,0,0
전북,진안군,부상[명],5,,1,-,2,73,19,4,6,7,3,17,7,2,0,-,,36,8,1,5,4,1,-,2,-,3,1,,45,20,4,11,3,5,-,7,2,5,2,1,50,8,9,9,0,1,1,6,-,0,-,6,47,38,33,5,5,1,4
전북,무주군,사고[건],3,5,-,2,7,54,19,12,8,5,5,5,5,3,1,5,2,51,17,1,4,2,3,-,3,8,-,-,,52,9,2,8,1,3,1,7,5,3,1,,46,15,4,6,2,3,-,3,1,-,-,6,48,11,3,3,2,1,1
전북,무주군,사망[명],0,0,-,0,0,6,1,0,0,0,1,1,2,1,0,0,0,1,2,0,1,1,0,-,0,0,-,-,,2,0,1,3,0,0,0,0,1,1,0,,0,2,0,2,1,1,-,0,0,-,-,1,2,0,0,1,0,0,0
전북,무주군,부상[명],4,5,-,2,8,84,61,23,12,8,7,6,3,2,1,5,2,93,22,2,6,3,5,-,3,8,-,-,,103,21,6,8,1,3,1,7,4,2,1,,85,24,10,6,1,3,-,3,1,-,-,7,83,26,6,3,3,1,1
전북,장수군,사고[건],5,4,7,-,1,19,13,1,4,5,6,-,5,2,2,-,3,26,7,5,6,10,5,2,1,2,2,1,3,11,8,2,1,-,2,1,2,-,1,-,8,17,3,5,1,1,1,1,3,4,3,-,6,19,4,,3,-,3,3
전북,장수군,사망[명],1,1,2,-,0,1,0,0,2,2,2,-,0,0,0,-,0,0,1,0,3,0,0,0,0,0,0,1,0,1,2,0,1,-,1,0,0,-,0,-,1,2,0,0,0,0,1,0,0,2,1,-,0,1,1,,1,-,1,1
전북,장수군,부상[명],4,4,5,-,2,31,21,1,3,3,4,-,6,2,2,-,3,39,11,11,3,11,6,2,1,2,2,0,3,30,9,3,0,-,1,1,2,-,1,-,7,22,5,12,1,1,0,1,3,2,2,-,6,29,6,,5,-,2,5
전북,임실군,사고[건],8,3,-,-,6,56,29,4,4,2,1,2,2,5,-,3,2,50,38,4,6,4,1,-,2,4,-,-,6,43,46,6,5,5,2,-,3,7,2,1,1,25,26,3,6,3,1,1,4,1,3,-,2,33,17,4,6,3,2,-
전북,임실군,사망[명],1,0,-,-,1,3,2,0,0,0,0,0,0,1,-,0,1,1,2,0,1,1,0,-,1,1,-,-,1,0,0,0,1,3,1,-,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,-,0,1,2,0,2,0,0,-
전북,임실군,부상[명],7,3,-,-,5,82,56,15,6,3,1,3,2,5,-,3,1,82,81,5,10,4,1,-,1,3,-,-,6,66,66,6,10,3,1,-,3,7,1,1,1,35,41,17,6,3,1,0,4,1,2,-,2,57,30,6,9,4,3,-
전북,순창군,사고[건],5,5,1,-,5,41,7,27,4,5,-,10,3,1,-,-,10,46,4,29,2,3,4,7,2,3,-,-,5,64,12,2,8,3,4,7,1,3,1,1,11,47,7,8,9,7,4,4,6,2,-,-,6,44,14,9,7,-,5,2
전북,순창군,사망[명],0,1,0,-,0,2,1,2,0,2,-,1,0,0,-,-,2,1,0,0,0,0,0,0,0,1,-,-,0,1,1,0,0,0,1,2,0,2,0,0,1,2,0,0,4,2,1,0,0,1,-,-,0,1,0,0,0,-,1,0
전북,순창군,부상[명],5,4,1,-,6,52,7,40,5,4,-,10,4,1,-,-,8,77,7,43,2,3,4,10,2,2,-,-,6,104,19,3,8,4,3,7,1,1,1,1,11,75,15,14,11,5,5,5,6,1,-,-,7,63,26,14,9,-,4,2
전북,고창군,사고[건],10,5,4,4,12,85,24,22,2,1,2,2,10,6,1,4,2,88,25,3,1,4,2,1,11,3,1,4,7,73,17,9,-,3,5,1,6,6,3,2,7,51,7,3,7,2,1,1,11,7,-,4,6,84,17,9,2,4,3,2
전북,고창군,사망[명],3,0,1,1,0,2,4,1,1,0,1,1,2,2,0,0,0,6,0,0,0,0,0,0,2,0,0,1,0,0,2,1,-,2,1,0,1,0,1,0,1,4,0,0,3,2,0,1,3,1,-,0,2,0,3,1,1,2,1,0
전북,고창군,부상[명],7,5,3,3,13,163,36,37,1,1,12,1,8,4,1,5,2,149,52,5,1,7,2,2,9,3,1,4,7,128,26,14,-,5,16,1,5,6,3,2,6,69,13,4,5,0,1,0,8,7,-,4,5,127,20,9,1,3,2,2
전북,부안군,사고[건],17,7,5,1,33,133,51,18,19,4,5,5,12,5,1,1,10,107,26,13,23,6,3,6,8,9,2,-,3,111,35,6,14,3,8,1,15,7,1,1,8,70,16,9,3,2,6,2,14,11,2,3,5,100,18,7,2,2,3,1
전북,부안군,사망[명],0,0,0,0,1,8,4,1,4,0,0,0,2,0,0,0,0,1,1,1,1,2,0,0,0,1,1,-,0,5,1,1,1,0,1,0,2,0,1,0,1,4,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1
전북,부안군,부상[명],18,8,5,1,36,265,120,22,18,5,6,12,10,5,1,1,10,188,46,17,35,4,3,7,8,8,1,-,4,186,62,5,19,3,7,1,14,7,0,1,7,110,29,10,2,3,6,1,14,10,2,3,5,164,29,10,1,1,2,0
전북,익산시,사고[건],172,30,10,14,63,801,206,66,16,1,4,13,110,31,8,17,48,611,188,55,10,5,3,8,95,24,21,14,42,572,149,47,10,3,5,5,98,16,8,10,39,390,116,129,4,4,-,12,93,23,7,9,49,450,123,56,8,1,-,7
전북,익산시,사망[명],5,1,0,1,3,13,3,1,6,0,0,1,7,3,1,0,3,3,3,0,2,1,1,3,6,1,0,0,3,5,3,1,1,2,1,0,10,1,0,0,0,7,1,2,1,3,-,0,5,0,0,0,0,2,4,1,3,1,-,0
전북,익산시,부상[명],177,29,10,15,66,1202,374,97,20,1,4,12,106,28,8,20,46,952,335,68,16,8,2,9,93,25,22,16,41,864,285,65,12,1,4,5,93,15,8,12,42,597,190,207,3,6,-,12,94,23,7,10,49,659,208,77,9,0,-,8
전남,목포시,사고[건],120,23,5,3,198,675,156,600,14,1,3,20,91,35,2,11,136,633,177,558,17,1,2,11,70,32,4,8,117,439,166,518,12,-,1,18,72,36,5,6,127,669,142,292,7,-,2,15,67,32,4,9,80,526,144,329,9,1,2,4
전남,목포시,사망[명],3,0,0,0,7,2,0,0,1,0,0,0,5,1,0,1,2,7,0,1,0,0,0,0,7,1,0,0,2,0,1,4,2,-,0,3,3,5,0,0,1,4,2,0,1,-,0,1,2,2,0,0,0,3,0,2,0,1,0,0
전남,목포시,부상[명],132,23,5,3,206,1308,353,1045,25,3,3,21,94,35,2,12,138,1211,323,993,22,2,4,11,69,31,6,8,123,814,334,888,14,-,1,21,76,31,5,7,131,1157,260,481,10,-,2,20,69,31,4,10,87,842,225,557,9,0,2,4
전남,여수시,사고[건],166,33,31,9,98,775,242,151,23,2,10,27,122,35,29,11,82,851,257,197,22,1,10,18,102,37,28,7,75,678,231,161,14,3,5,16,90,34,6,24,103,653,236,188,16,3,15,16,106,41,10,12,90,504,253,236,18,3,9,23
전남,여수시,사망[명],7,0,0,0,2,8,5,0,3,0,1,1,10,3,0,0,1,4,4,1,1,0,1,2,8,3,0,0,1,1,1,2,2,2,1,1,1,1,0,0,1,2,3,1,2,0,1,1,4,0,1,0,1,3,0,2,3,1,2,2
전남,여수시,부상[명],175,36,32,9,97,1293,473,220,30,5,9,29,120,36,38,11,85,1366,505,296,27,1,10,16,117,34,29,7,75,1119,391,230,13,1,4,15,95,33,6,25,105,962,378,263,21,4,17,15,112,43,9,12,99,749,418,324,17,2,11,22
전남,순천시,사고[건],83,50,4,9,106,567,167,412,16,3,8,36,70,35,6,13,82,580,190,314,13,-,8,29,70,30,3,7,70,447,143,338,14,4,5,21,52,24,4,3,82,464,143,326,18,3,8,27,78,28,5,7,83,412,127,335,14,1,7,36
전남,순천시,사망[명],4,2,0,1,4,6,3,2,1,3,2,0,5,2,0,0,2,7,4,4,1,-,1,1,2,1,0,0,2,10,4,0,4,0,0,1,4,2,0,0,2,3,3,2,4,1,0,2,2,0,0,1,1,5,3,2,2,1,1,0
전남,순천시,부상[명],85,52,4,8,106,959,368,688,19,3,7,44,72,36,6,13,84,944,340,476,13,-,8,29,74,30,3,7,71,711,280,491,10,9,5,24,50,22,4,3,86,779,292,451,17,2,8,27,82,30,5,8,90,622,229,512,14,0,6,39
