사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-07,경인선,1804,부천,3888,27,40993,4473,44869,12251,104029,18653,103425,42591,61551,43302,45214,41661,47093,40612,48389,48174,47479,52728,45696,49644,50767,55197,55050,62955,55279,87113,58134,115005,37522,91512,31730,55823,28650,48739,21544,41241,10531,26928,784,5026,0,0,0,0,0,0
2024-07,경인선,1805,송내,1813,4,17767,7946,43221,16035,112143,30251,90621,81275,48903,42217,35468,25249,34765,22060,35089,25616,32458,26374,29706,26309,33339,30561,37135,40324,47640,59307,78635,95738,29104,81701,22880,47068,19334,40641,14646,35472,6739,21549,634,3602,3,3,0,0,0,0
2024-07,경인선,1806,부평,10205,94,23961,5253,37710,11212,89445,20377,80911,35856,47294,40117,38730,36515,39831,41728,42469,48671,43409,54429,43699,54371,50135,54704,55420,65820,60656,83731,55112,119125,40616,94309,39003,53807,36660,45720,30685,35317,16394,23732,2622,7190,0,1,0,0,0,0
2024-07,경인선,1807,백운,172,2,9858,1529,17000,2826,33135,4552,29378,10447,16849,7190,13319,6407,12651,7843,12394,8725,10837,9073,9635,9280,9886,11461,10699,14577,10831,19429,9347,28251,5073,25437,4249,13917,4225,13997,2717,11468,1460,7053,154,2482,0,0,0,0,0,0
2024-07,경인선,1808,동암,850,8,21966,2928,31921,7617,63225,13824,57646,17621,32934,15652,25819,14870,23831,17429,25037,19256,22148,18469,19624,19902,20579,23317,22351,30268,24517,44128,22668,59235,13827,52472,11559,32972,10358,29297,7841,25124,4012,14838,371,4989,0,0,0,0,0,0
2024-07,경인선,1809,주안,964,29,14973,3630,31423,8893,64666,17855,57393,29073,34788,20026,27288,16458,29351,16340,30710,19302,27233,19672,25566,22638,28335,23649,33206,30599,37132,38923,33667,58415,20357,58715,18185,31522,17318,29181,13023,25577,6580,18616,721,5359,1,1,0,0,0,0
2024-07,경인선,1810,제물포,1005,5,8104,2855,18713,6177,39131,14733,33000,32226,19323,12722,15499,9506,16444,9277,16957,11095,16234,11361,13193,11289,16672,13628,20013,17683,20974,21430,22315,33001,9018,28562,7206,16490,6266,15271,3693,14052,1553,9575,64,3150,0,0,0,0,0,0
2024-07,경인선,1811,동인천,1797,7,8283,2789,20003,10520,44710,23555,34708,31967,22180,18123,19867,18022,20987,20041,23389,20151,22634,21586,22076,19510,25898,21096,28961,24464,36317,28185,37119,35616,16864,34934,13212,20201,10289,17433,6526,14533,2480,9534,4,3428,0,0,0,0,0,0
2024-07,경인선,1812,인천,357,4,1348,1021,3330,3310,5961,6433,5361,10817,3747,5900,4082,6068,4768,7840,6505,8570,7746,7570,9018,6432,10310,5604,11281,5120,13595,4711,13817,4405,6270,3405,5405,2702,3606,2237,2121,1803,539,1222,7,949,0,1,0,0,0,0
2024-07,경인선,1813,구일,330,5,4723,2336,11479,5503,28818,8864,23907,11590,13874,9974,11006,9115,10222,10812,11154,16182,10194,18079,10586,15401,11587,17644,13510,26968,23262,44421,13473,48470,7256,23464,8216,11992,44579,12213,29881,9274,2846,5998,75,740,0,0,0,0,0,0
2024-07,경인선,1814,소사,1324,25,13831,2933,14080,5578,30397,7297,26122,9339,17647,7517,13117,7068,11662,7461,12332,8430,10935,9380,9663,9589,9535,10984,10865,13839,10920,17768,9756,27125,6394,20238,4529,13529,3784,12134,2502,10670,1061,7171,71,2135,0,0,0,0,0,0
2024-07,경인선,1815,부개,2609,11,11085,1553,18819,3499,43494,5965,34063,11934,19646,6893,14379,6969,13151,8494,13588,9566,12252,10168,10115,10802,10316,13239,12034,16868,11675,22847,11471,32024,6345,27044,5068,16613,4030,14836,2583,12328,1401,8663,254,2150,0,0,0,0,0,0
2024-07,경인선,1816,간석,448,5,6526,1611,12164,3125,23195,4565,20528,10164,11793,5418,9283,5858,9453,6392,10254,6855,9250,7619,7956,7835,8541,9342,9677,11179,9221,14194,9894,19903,5064,17817,4344,10697,3579,8533,2748,8095,1172,5367,165,1976,0,0,0,0,0,0
2024-07,경인선,1817,도원,678,33,2263,1516,3909,2257,8184,6582,7609,18538,5025,4178,4738,4505,5396,3860,5847,4003,6280,4305,5092,4288,7306,4651,8943,6325,7302,8617,8040,11139,3085,8029,2598,4417,10341,3524,1833,3059,409,2164,37,1254,0,0,0,0,0,0
2024-07,경인선,1821,온수(성공회대입구),349,13,5769,1474,9204,3609,24166,9237,22053,11567,13888,6546,10974,6019,11465,6132,11796,7266,10182,7441,9219,8488,9741,9457,11606,11028,10475,14087,10132,22904,5146,17792,3888,10312,4197,9730,2996,8354,1528,5125,97,856,1,1,0,0,0,0
2024-07,경인선,1822,중동,1330,24,11758,1499,20810,3983,44895,5981,35622,12781,19917,9166,14636,8308,14253,9177,14336,10096,13338,10994,11501,11352,11747,13419,12374,16677,13282,23665,12361,34564,6924,28329,5601,16620,4637,15738,2936,13005,1261,8397,114,1904,0,0,0,0,0,0
2024-07,경인선,1823,도화,468,11,4831,1075,7855,1939,17100,4331,14167,8059,8987,3705,7458,4188,7076,4592,6767,5514,6718,5838,6166,5597,6121,6773,6931,8458,6891,9312,7185,11394,3375,11639,2516,6655,2060,5729,1363,4984,705,3866,55,1686,0,0,0,0,0,0
2024-07,경원선,1008,이촌(국립중앙박물관),51,2,1284,671,4289,2858,10000,5193,10763,9280,8314,5154,7062,4122,6632,4120,6662,4119,6671,4774,6450,4846,7392,5288,8665,5843,10229,7164,9925,8878,5398,6659,4975,4510,4075,4401,2592,4219,749,2462,81,833,0,0,0,0,0,0
2024-07,경원선,1009,서빙고,87,0,1015,814,2406,4333,3367,4941,3945,10224,3513,3824,3409,3208,2774,2580,3429,2434,3662,3379,3514,2655,4075,3364,5810,3392,8556,3376,8079,4448,3099,3700,2344,1994,2561,1947,1468,1620,385,942,22,264,0,0,0,0,0,0
2024-07,경원선,1010,한남,120,0,1058,892,1593,9026,2969,11753,3278,15803,3500,11468,3942,6857,4657,5461,5366,5142,4840,5252,5978,4255,8221,4350,11030,5264,15853,5760,14986,6110,7056,4043,5312,2350,5569,2326,4806,1575,2016,965,90,332,0,0,0,0,0,0
2024-07,경원선,1011,옥수,0,0,1,43,6,58,42,22,233,234,29,25,48,183,16,198,20,106,31,18,18,8,19,18,350,80,311,60,73,67,318,26,54,12,66,13,20,13,14,2,1,0,0,0,0,0,0,0
2024-07,경원선,1012,응봉,136,0,1503,211,3386,1215,7478,1457,7819,2402,5024,1511,3660,1568,3290,1502,2658,1902,2541,2127,2470,2330,2638,2531,2809,3703,2803,4528,2868,5592,1601,5376,1297,2879,839,2605,709,2358,292,1485,19,454,0,0,0,0,0,0
2024-07,경원선,1013,왕십리(성동구청),952,6,6139,1495,9904,6893,30460,14433,45850,23424,29745,19279,18462,20388,18960,22956,23492,24731,25466,26394,27203,26132,30271,30098,34700,34883,38504,48570,37002,71971,29343,48842,28689,28990,31632,24354,27413,22821,12292,11760,1303,4042,0,2,0,0,0,0
2024-07,경원선,1014,청량리(서울시립대입구),1405,10,5518,1900,8245,13038,32132,15917,44964,23298,28123,32483,30823,30568,31510,39804,33096,33941,33264,31359,32755,37238,30171,38768,41551,38182,35733,37998,35769,55444,26641,38498,29102,22111,15921,22881,10873,14519,5048,7562,252,3468,0,2,0,0,0,0
2024-07,경원선,1016,외대앞,565,24,5507,3877,8958,11951,22162,6268,25818,15396,16221,10976,12815,9575,13891,10449,14552,11052,14992,11399,14884,11682,17943,12834,20748,14635,20955,18686,14785,24316,9722,19663,7596,13970,7815,13457,5863,15114,3224,11438,242,2804,1,1,0,0,0,0
2024-07,경원선,1017,신이문,1867,6,8778,1843,15717,5720,38039,4854,40893,8749,22443,5825,15373,6557,13068,8017,13181,9033,12519,9742,10417,10487,10709,14219,11735,17489,11597,21499,9532,32837,6178,23969,4201,16540,3061,13764,2239,13456,1053,7857,106,1900,0,0,0,0,0,0
2024-07,경원선,1018,석계,1401,6,5883,2046,11467,4420,24114,5297,25765,8681,17078,6676,13826,7058,12783,8569,12820,9214,12579,10203,10942,11394,10877,14694,11243,19456,11525,24775,10177,36655,7658,24840,5999,17282,5682,14974,4629,13181,2417,7682,119,1712,0,0,0,0,0,0
2024-07,경원선,1019,광운대,2527,14,7007,1258,15767,3246,34999,5726,30315,11323,16348,9298,11883,8000,11428,8201,11912,9345,11508,9720,10318,10071,10768,11283,12991,14275,11486,17646,10591,27567,6086,21906,5126,14260,4991,12206,3575,11209,1859,8740,171,4708,0,26,0,0,0,0
2024-07,경원선,1020,월계,1393,36,5253,1416,11111,3078,28256,7312,24687,12556,15229,6452,12054,6081,11616,6392,10814,7416,10683,7690,9657,7775,9886,9185,10454,12174,8560,14131,8114,23344,5044,17270,3658,10801,2982,9508,2320,8817,932,5373,83,1250,0,1,0,0,0,0
2024-07,경원선,1021,녹천,1507,38,4567,891,9008,1536,23110,4673,19270,5359,10389,3125,8159,3866,6636,3665,7977,4844,6134,4595,5109,5477,5545,6051,6842,7533,6355,9538,4777,15793,3323,12751,2190,7325,1873,6563,1291,5947,437,3588,39,963,0,0,0,0,0,0
2024-07,경원선,1022,창동,0,0,1,0,0,0,2,0,5,0,9,0,8,0,9,0,10,0,7,0,9,0,6,0,6,0,8,0,9,0,5,0,2,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0
2024-07,경원선,1901,방학,697,8,12549,1857,16991,6407,37019,10582,30444,22276,20462,13255,16812,11756,16281,10901,17415,12489,15297,13051,14101,14367,14489,17180,15869,19972,17251,24144,17996,30409,10163,26910,7878,15076,6423,13191,4442,12353,2075,6534,306,2512,0,1,0,0,0,0
2024-07,경원선,1902,도봉,343,30,7453,1348,10957,3577,21198,4562,18361,12252,14007,9087,11429,8000,10603,7656,10236,9209,9732,8639,9778,9366,9782,10559,9362,11695,10340,14753,11300,17467,5010,15826,3560,8859,2788,7787,1841,7261,829,3809,137,1592,0,0,0,0,0,0
2024-07,경원선,1903,도봉산,449,6,7424,1223,11229,2762,22508,4643,22236,7868,15401,10546,12973,12065,12623,11985,13389,12708,15823,10620,17214,9551,17566,10408,17496,11327,16430,11820,14690,11760,9633,10474,5577,5710,3573,4778,2305,4295,987,2562,145,1315,0,2,0,0,0,0
2024-07,경원선,1904,망월사,585,2,7874,1133,14235,3509,29603,5307,25391,12741,16917,9615,13307,8379,12341,8656,12539,10537,12391,9364,10099,9744,10305,11523,11017,14715,10958,17761,8905,23906,5309,22988,4268,13404,3389,11770,2495,10624,1063,5811,284,3076,0,0,0,0,0,0
2024-07,경원선,1905,회룡,2071,26,16297,2720,31502,6860,61498,10188,49227,14917,31695,11887,25206,11494,23106,14139,22339,15641,19470,17021,16447,18681,16017,21403,15764,26837,15067,33841,12792,45408,7813,44287,6218,25756,5223,20071,3805,17586,1675,10307,335,4940,0,0,0,0,0,0
2024-07,경원선,1906,의정부,2937,19,10894,2701,30777,7902,51074,13897,47860,39130,27895,38373,23953,27997,26536,31067,29294,31359,29968,36150,30308,30962,33528,29755,35529,34155,40750,39866,44066,54791,26418,51892,25595,30040,18086,23569,13573,21354,7098,14477,1103,8028,1,4,0,0,0,0
2024-07,경원선,1907,가능,593,7,8820,1705,12306,4664,24689,8315,21510,13731,13417,7932,11837,6117,10694,7312,11034,7169,9455,8861,8541,7350,8697,8865,9819,11493,11392,13921,9086,19684,5507,18909,4736,12375,4021,9354,2534,9018,1022,4628,187,2111,0,0,0,0,0,0
2024-07,경원선,1908,녹양,420,3,5671,876,8722,2196,17327,5212,14010,8293,9122,4531,7772,3270,7202,5185,7377,4905,6359,5656,5377,4874,5997,5996,6189,7612,6870,9220,7674,13215,3544,12776,2796,8411,2320,5805,1456,6477,705,3810,94,1322,0,1,0,0,0,0
2024-07,경원선,1909,양주,2065,7,5856,1629,12060,5684,31158,11966,23297,10973,18339,7495,14060,5944,13309,6952,12789,8510,11969,9443,9676,9794,9723,10835,10557,11739,11569,17128,12625,20909,6544,21013,4028,15058,2907,10086,1833,10702,825,5854,109,2479,0,0,0,0,0,0
2024-07,경원선,1910,덕계,44,1,6811,799,17753,3449,30072,4959,26364,8089,13044,4452,10029,3623,8232,3946,7831,5095,7449,5354,5952,5557,6318,7161,7509,9311,6565,14404,6835,22746,3757,19082,3044,12300,2446,10743,1796,8274,808,5734,166,2434,0,1,0,0,0,0
2024-07,경원선,1911,덕정,4,0,4780,1424,11364,6021,21355,9689,20299,15401,11707,7748,9893,5246,8930,5518,9055,6247,12697,6854,7461,7687,8235,7907,8917,8625,10480,12247,11663,17040,5258,14152,3729,8843,2710,9410,2039,6567,1135,4398,284,2244,0,1,0,0,0,0
2024-07,경원선,1912,지행,148,4,4850,1106,10945,2858,21114,6419,21559,12231,14611,7207,11847,6996,10470,7673,10547,7259,9836,8832,9352,10603,9092,12077,10182,12638,10353,16882,10775,20739,7169,17182,6020,12935,5554,9939,3601,8982,1947,5286,320,4061,1,2,0,0,0,0
2024-07,경원선,1913,동두천중앙,59,0,2480,624,4802,2086,8147,4227,8216,10056,5922,4625,5540,4609,5230,4553,6056,4161,5129,4496,5076,5029,5243,4551,5927,5041,5795,5899,6616,6583,2647,5060,1960,4723,1516,3192,864,2842,403,1867,32,1187,0,0,0,0,0,0
2024-07,경원선,1914,보산,44,2,1713,573,2131,1781,3964,2683,3660,3134,3040,1829,2885,1609,2823,1622,2583,1364,2261,1944,2546,2020,3024,2341,4040,2752,3678,3416,2895,3772,1695,3635,1328,3019,905,2157,442,1609,255,1379,11,666,0,2,0,0,0,0
2024-07,경원선,1915,동두천,73,1,1142,417,2607,1735,4242,4820,5009,3677,3523,2304,3336,1879,2899,2109,3005,2667,3436,2455,2985,2813,3895,1943,3721,2862,3200,3551,3070,3728,1636,2802,1099,2759,594,2470,473,1374,170,1673,4,672,0,13,0,0,0,0
2024-07,경원선,1916,소요산,89,0,631,499,567,1213,1822,1331,2664,2287,2248,3266,2381,6183,3191,7636,4105,7652,6197,6241,7496,5488,8000,3974,7221,3104,5319,2327,3272,1653,1256,1235,830,1076,336,622,176,567,128,480,7,306,0,3,0,0,0,0
2024-07,경원선,1917,청산,0,0,60,8,151,197,611,293,539,309,275,177,269,206,242,209,292,233,272,194,300,220,213,232,347,268,532,252,297,284,150,251,128,162,80,115,12,85,9,84,2,66,0,2,0,0,0,0
2024-07,경원선,1918,전곡,4,0,581,21,1267,610,2648,744,3848,1971,3120,1340,2466,1308,2377,1555,2347,2033,2211,1908,2111,1929,2049,1809,2445,2301,2202,2632,1850,3137,1221,3169,1064,1434,644,1191,363,1295,250,938,30,657,0,14,0,0,0,0
2024-07,경원선,1919,연천,2,1,230,4,731,557,1401,798,3634,2875,2444,1873,1660,2807,1789,3740,2844,4083,3678,3252,3759,2842,3778,2360,3286,1973,2607,2152,1944,1873,832,1707,522,1032,293,608,164,425,66,325,2,222,0,1,0,0,0,0
2024-07,안산선,1751,산본,691,4,10298,1889,26298,7196,58973,16704,53337,31720,27771,24313,23021,20956,23016,21028,24970,24724,23381,25688,23440,24454,26846,26609,29137,32874,28706,39873,33307,67996,20797,55653,17899,31560,16911,23990,12980,20766,5337,13252,600,4088,0,0,0,0,0,0
2024-07,안산선,1752,대야미,20,2,3360,1078,9120,3249,19092,5125,20949,7992,11482,4011,8353,4092,7193,4706,7154,5185,7231,5220,6625,5547,6789,7606,7637,9123,8288,10132,9998,17200,5565,12392,4252,8710,2577,7411,1684,7566,990,4421,163,1080,0,0,0,0,0,0
2024-07,안산선,1753,반월,30,1,4159,1433,8798,3166,17931,4733,16305,7294,9941,3695,7661,3570,6554,4612,6866,4526,6913,4786,6194,5393,5394,6907,6537,9417,6837,9828,7435,16120,3843,12138,3208,9122,1953,6808,1507,6741,647,3807,125,1011,0,0,0,0,0,0
2024-07,안산선,1754,상록수,697,20,14784,2540,32233,9268,70718,12093,61297,18546,33159,12818,24201,11271,21848,12166,22714,13520,19756,15372,16627,17634,17447,20486,19881,27591,21077,38919,20296,65799,13600,51547,10709,36222,8400,30562,6074,25699,2504,17976,449,5080,1,1,0,0,0,0
2024-07,안산선,1755,한대앞,266,1,9027,1074,19000,4769,34254,8383,26820,18402,18220,13716,13825,9927,13675,9297,13914,10439,13001,10777,12367,11661,12952,12812,14486,17195,17255,23224,17510,34601,9390,25503,7944,17889,7438,15181,5246,13222,2217,9217,227,2453,0,1,0,0,0,0
2024-07,안산선,1756,중앙,493,27,10860,1357,33901,9598,61910,17210,46773,40616,26263,31723,23154,21915,25856,20175,29294,24911,26104,27449,25288,27274,27434,27530,33037,33369,36623,47042,38966,71884,24795,57075,24829,36270,25555,29575,20999,24867,8861,19596,990,5897,0,0,0,0,0,0
2024-07,안산선,1757,고잔,349,3,5680,997,17457,5387,30490,14442,22828,28963,14891,15796,13172,11308,13440,9292,12345,9810,11605,10988,12098,11040,14113,10311,15704,11636,22225,17254,22848,25080,8735,20544,7172,12615,6937,10987,4994,9747,2333,8201,194,2789,0,0,0,0,0,0
2024-07,안산선,1758,초지,277,4,4395,359,12818,4747,23299,9652,17363,11131,9130,5200,6737,3755,6368,3915,8395,4454,6306,4695,5393,4987,5811,5917,6718,7212,8831,11675,10285,17863,5126,16128,3745,10193,3025,8642,1732,7929,779,6053,65,2325,0,0,0,0,0,0
2024-07,안산선,1759,안산,1813,13,10911,1767,13893,17883,23850,40171,24246,33225,20173,16487,17008,13455,16615,15251,17988,16731,18628,15028,18532,16335,19605,17517,25803,19032,42942,25718,45481,26519,22175,22739,18396,17395,10865,15369,5150,12227,1565,7380,138,2581,0,0,0,0,0,0
2024-07,안산선,1760,신길온천,68,0,2994,185,4976,1880,8421,4168,6817,2945,4170,1602,3238,1415,2826,1701,2873,1966,2646,1819,2387,2265,3055,2641,3311,3119,4489,5019,4108,6907,2059,5623,1374,3785,1035,3418,623,2717,192,2078,24,606,0,0,0,0,0,0
2024-07,안산선,1761,정왕,471,6,8444,1085,13028,14175,22224,26035,20553,28313,15180,17127,12707,9947,12631,10711,13175,11788,12515,11580,12111,11259,15371,12283,19704,13389,25848,18459,30361,22787,12658,17859,10572,14037,6832,12716,4284,10965,1579,7808,78,2299,1,1,0,0,0,0
2024-07,안산선,1762,오이도,252,4,6693,506,15622,6798,31359,12926,23334,12884,13632,7650,10966,7585,10909,10034,12326,11419,11489,10801,10699,11181,12059,12617,14291,14531,17473,18724,17217,26024,8958,22058,7976,14057,6603,12100,4688,11039,1485,7606,24,3328,0,0,0,0,0,0
2024-07,안산선,1763,수리산,30,0,3889,637,10125,1785,18952,4711,18612,6661,10124,3475,7119,3519,7193,3068,6016,3461,5380,3645,4345,3664,5461,4988,5046,6314,5246,7879,5300,13614,2809,10432,2136,6900,1334,5667,822,5602,520,3042,62,1005,0,0,0,0,0,0
2024-07,과천선,1450,선바위,0,0,858,1366,6153,9715,17168,23392,18588,27580,13246,15828,9711,7187,8877,6915,9543,7089,9827,7128,9755,6715,11517,7245,15298,9046,26219,11486,31809,14915,13718,11953,8604,8333,6872,7475,3670,6585,1281,3830,107,710,0,0,0,0,0,0
2024-07,과천선,1451,경마공원,3,0,406,495,1072,2664,2307,4326,2685,12925,2528,32112,2538,33023,2893,18182,3320,16666,4599,13808,6869,8697,10954,5472,16990,3580,30083,2570,62461,2468,9246,1859,2664,1264,1025,1124,832,964,241,570,25,91,0,0,0,0,0,0
2024-07,과천선,1452,대공원,7,0,245,471,462,3979,910,5079,1463,13917,1784,19775,2319,15292,6700,9027,8753,7616,7446,8505,8143,11183,9369,16367,11643,12148,13258,6966,12136,2559,14719,1348,5673,678,7983,638,12877,626,1744,250,9,38,0,0,0,0,0,0
2024-07,과천선,1453,과천,6,1,3032,390,11642,2549,29757,5599,26692,9695,16436,5780,12568,5392,11601,5332,11451,6729,10916,7018,9782,8526,10355,9945,10865,12422,10511,15827,9683,23918,5556,19666,3716,12296,2357,12347,1840,11786,741,6446,125,1358,0,0,0,0,0,0
2024-07,과천선,1454,정부과천청사,9,4,2142,1262,9313,15050,26202,35416,22220,93247,15656,23516,13162,12506,13160,11515,14515,12804,16269,13710,15887,15091,19002,13651,29404,15224,43449,19827,65058,28832,18653,21557,15352,12421,13300,11279,7365,9951,2459,5413,193,1312,0,0,0,0,0,0
2024-07,과천선,1455,인덕원,107,2,10043,4007,33613,17868,86231,50053,73839,113669,44255,42015,34631,21297,30859,20699,32804,21655,31343,24799,29085,24925,33927,29492,40667,36493,65496,54475,90447,89509,32583,74569,26482,39576,25133,36961,16061,34421,6135,21910,643,5902,0,0,0,0,0,0
2024-07,과천선,1456,평촌,40,0,5027,3042,25041,9949,65931,36642,50563,92857,26011,31247,20685,15086,19689,13627,19602,14309,18124,19901,18204,16392,22184,17147,27492,22712,50684,31098,65039,51691,23478,44562,18184,22990,16592,20888,12032,18348,4332,10287,455,3297,0,0,0,0,0,0
2024-07,과천선,1457,범계,150,5,9496,3548,41507,14574,102996,29523,80046,65137,42868,43585,33848,33509,34557,32106,38278,33467,38026,38547,36782,36123,41844,41511,47596,48747,54548,65486,63747,109862,38884,82209,40723,41127,32250,37909,26475,31992,10862,18380,933,5373,0,0,0,0,0,0
2024-07,분당선,1023,선릉,38,0,1208,1892,2549,14422,5691,54944,7812,149889,7068,96405,7665,42891,9840,27425,12215,24468,14043,25233,15162,19923,20572,16642,29384,18622,56357,22929,84955,26721,36821,15697,23701,7934,21736,6703,19053,5845,5158,3328,292,690,0,0,0,0,0,0
2024-07,분당선,1024,한티,17,1,2618,1574,9084,11111,24415,36183,29318,59359,19033,47824,15331,29690,16979,23783,22329,30569,25098,37798,23946,25773,27916,25464,34348,30658,53847,42124,51937,41309,31425,26969,33506,16191,30439,14646,39170,12785,4761,6341,207,436,0,0,0,0,0,0
2024-07,분당선,1025,도곡,75,4,1823,1283,5045,7588,11936,17007,16564,27152,13398,21195,11092,10227,11351,9282,12163,9652,12091,10598,12858,10974,15821,11155,16458,12431,23600,14953,25700,18188,13017,14572,9102,9517,7047,8758,5509,7720,1296,4314,79,315,0,0,0,0,0,0
2024-07,분당선,1026,구룡,19,0,936,619,3372,5046,9752,9539,13640,10580,9336,4598,6843,3334,5828,3470,7173,3997,5837,4381,6913,4532,5751,5428,9255,6350,6822,8165,6799,10783,3892,8685,2477,5010,2187,4692,1304,4601,339,2667,23,68,0,0,0,0,0,0
2024-07,분당선,1027,개포동,2,0,1198,544,4535,3610,13630,7056,15338,9994,9567,7830,7600,6476,6788,5278,7734,6477,7433,6754,7169,6457,7639,7305,8412,8631,9437,11237,9583,15076,5802,12374,4732,7628,4522,6867,4226,6404,1428,3508,46,101,1,0,0,0,0,0
2024-07,분당선,1028,대모산입구,7,0,2787,757,8119,3594,26134,7263,28108,11583,15298,7033,9663,4768,9278,5506,8809,6715,8486,7504,7079,7087,7827,9176,9919,10762,11498,14448,11144,20074,5647,17144,3927,10273,2984,10017,2180,9950,727,5494,14,212,0,0,0,0,0,0
2024-07,분당선,1030,수서,85,0,4486,4587,10117,15374,39907,31891,58002,53026,35569,31399,32431,21705,24135,20041,30098,23390,24274,21273,20408,22250,28454,25440,30551,31282,42385,44856,47097,62375,21591,38612,20259,26559,15505,24014,14771,22074,8024,8820,172,1424,0,0,0,0,0,0
2024-07,분당선,1031,복정,0,0,0,0,0,0,1,0,8,0,8,0,12,0,9,0,19,0,12,0,10,0,11,0,12,0,16,0,18,0,10,0,9,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0
2024-07,분당선,1846,수원,614,8,6055,782,10004,4744,24944,9422,24687,14802,11749,12436,8088,9722,8304,11556,9124,11536,10270,12694,10035,12668,12041,11125,14330,14363,16867,21771,19894,27149,13926,20212,14327,10857,12609,8588,11616,5880,4483,3911,108,702,0,0,0,0,0,0
2024-07,분당선,1847,서울숲,161,2,3079,719,5488,6508,13826,26149,24237,51898,15678,40843,9298,24266,10939,18893,13032,19390,15346,21192,17612,19324,21574,19702,28746,21010,47560,24530,56513,31524,33976,20357,23641,10506,19133,8463,10976,7844,3186,3778,125,793,0,0,0,0,0,0
2024-07,분당선,1848,압구정로데오,215,5,2739,1185,3922,12640,6187,27560,8864,79767,8342,106147,10037,58259,14857,41013,19556,35751,23909,36503,30012,32043,37996,30819,47417,32833,68374,39868,93501,44932,67806,26257,55627,13037,40195,8954,28663,7428,11036,4484,504,1006,0,0,0,0,0,0
2024-07,분당선,1849,강남구청,14,0,1397,752,2989,6393,8215,20345,12045,61906,9667,46467,8556,21470,9540,15489,11132,15388,13014,16669,13902,14662,15403,13562,19202,14254,33364,17220,52630,22065,26292,13422,15302,7861,13646,6451,9107,5729,3126,3146,94,648,0,0,0,0,0,0
2024-07,분당선,1850,선정릉,7,0,996,995,2296,5135,5083,15323,8126,52902,7201,45642,6168,16421,7683,9754,9729,9264,9420,9900,10905,8750,11904,7479,14510,7740,29436,9034,45722,10674,23040,6549,11555,4433,9333,3925,6227,3782,2122,2005,82,427,0,0,0,0,0,0
2024-07,분당선,1851,가천대,26,3,5143,772,7725,3548,19479,6166,26963,18172,16325,12058,9823,8083,9674,7572,10766,9080,11083,10391,9004,8010,12473,9709,16544,11758,16945,15125,14197,23254,7813,18964,5138,13938,4448,14272,3603,14835,1988,10411,62,986,0,0,0,0,0,0
2024-07,분당선,1852,태평,411,32,16136,1517,20224,5405,45128,8633,64597,18097,41974,13037,23958,12038,19358,13524,20214,14734,19574,15533,17687,17559,17263,24330,19046,28151,20901,33819,18477,47280,10700,34163,8170,25014,6338,27280,4505,21369,1820,11888,88,1181,2,2,0,0,0,0
2024-07,분당선,1853,모란,476,31,16107,3067,23113,12508,56813,24812,71051,38287,48766,29663,33648,27958,31676,32008,34635,31443,34087,32712,31697,33264,33346,40615,36856,43775,41229,48559,42330,67341,23207,47939,17089,34188,15227,30477,11663,26031,6088,15384,307,1598,0,0,0,0,0,0
2024-07,분당선,1854,야탑,203,3,8454,3587,21489,16624,57414,45220,64213,102576,42956,58547,34093,38902,35764,33391,37496,36586,36520,40526,38610,36626,43355,40021,50280,44446,69676,56381,87017,75747,39580,55858,30734,35063,28052,28463,18956,28037,7070,14958,375,2203,1,0,0,0,0,0
2024-07,분당선,1855,서현,236,16,4608,3311,13977,13740,37610,38157,40957,98278,30602,74358,27499,42513,30439,36295,32739,38938,35550,40481,38376,40617,45678,37834,52086,42690,70891,51104,94434,64528,51870,46439,48603,27338,40167,22379,29393,19527,11154,10044,487,1447,0,0,0,0,0,0
2024-07,분당선,1856,수내,112,2,2994,2343,8301,9467,20311,27261,23870,70237,16980,48565,14113,23692,15973,18371,18629,18768,19380,19344,22059,18925,23554,18883,26650,20213,43455,24679,60407,30742,31923,22327,26808,13846,20602,11774,14579,11639,4203,5890,219,1108,0,0,0,0,0,0
2024-07,분당선,1857,정자,380,8,3255,1254,11447,17477,28738,48784,33527,87598,25135,50845,18985,25546,20119,19897,20791,19068,21963,21567,21800,19252,27327,20889,32179,25881,61513,38822,73803,50438,37922,36746,30053,23137,31026,19747,26263,18243,10325,10720,1034,2926,0,0,0,0,0,0
