사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-07,5호선,2560,거여,2,0,6906,697,18587,3526,49431,8664,46360,20004,23654,10313,15929,7551,13976,8958,14552,8488,13594,12296,11786,11361,12467,14466,14644,19086,16901,24703,16228,41733,7951,36033,5784,18366,5080,15607,3541,17094,1254,8971,140,3088,0,0,0,0,0,0
2024-07,5호선,2561,마천,89,0,7839,412,16757,2716,47284,5001,35740,11968,17254,7020,10790,6185,9599,6070,10191,7152,9221,8472,8401,7400,7688,12305,8983,13604,8440,16926,10829,27595,4764,24127,3518,11993,2781,12582,1741,11716,741,6927,138,2660,0,0,0,0,0,0
2024-07,5호선,2562,강일,2,0,3165,771,10341,3090,31579,5902,26410,8879,15406,3811,11471,3963,9337,4348,9000,6775,8535,5697,7278,6709,8201,8903,8921,9312,8669,14369,9796,20780,4077,20805,2833,11814,2190,10833,1636,9832,586,6545,197,2096,0,0,0,0,0,0
2024-07,5호선,2563,미사,21,0,8660,908,24820,7675,76720,13888,70446,27066,33745,25233,24341,19372,22477,19396,24396,22366,24919,21680,22983,25274,27073,24987,27540,32349,30557,46418,31633,72230,20107,70862,18860,37049,19374,28896,16563,25418,7845,16919,2159,5523,0,0,0,0,0,0
2024-07,5호선,2564,하남풍산,1,0,1991,413,6128,2527,11003,7520,12412,17221,7447,10915,6678,6914,6968,6158,7106,5181,6951,6687,6888,6255,7957,6296,9702,8238,12114,7521,14930,12144,5796,10803,4222,5879,4141,5145,2499,5175,752,3399,178,1191,0,0,0,0,0,0
2024-07,5호선,2565,하남시청(덕풍·신장),28,1,5944,158,14997,3716,33136,6826,28512,16203,17846,8887,14218,10267,13753,9587,14649,9198,13681,12276,12290,10536,12707,15886,14491,16656,14578,16914,14843,26473,8511,24377,6938,13593,5415,13439,3308,12689,1562,7293,351,3398,0,0,0,0,0,0
2024-07,5호선,2566,하남검단산,9,1,4563,17,10451,3336,26730,5819,20598,11781,13168,8847,11131,8978,9173,9019,10339,11393,10179,10467,9528,9928,11152,13199,12325,11135,13003,15061,12964,18293,7896,17712,7177,11266,6295,10069,4573,8561,1188,6067,102,2574,0,0,0,0,0,0
2024-07,6호선,2611,응암,27,0,12737,1660,28589,7554,76636,10580,94434,18660,48094,14860,29113,14293,26558,15435,26782,18479,25583,19304,21392,21153,21325,27775,23307,34348,23198,47008,22383,80684,14151,61241,10315,37596,9375,32815,6889,29949,2916,19200,478,5828,0,0,0,0,0,0
2024-07,6호선,2612,역촌,2,0,2424,361,6264,2990,17299,3403,17738,7925,9097,4356,6535,3851,6005,4817,6448,5261,6430,5112,5712,5016,5146,6272,5606,8102,5827,11166,5348,18463,3366,14483,2502,7805,1925,7626,1471,7165,623,4740,84,1550,0,0,0,0,0,0
2024-07,6호선,2613,불광,37,2,1779,489,5044,2273,13572,3552,15628,8385,8044,7411,6840,6204,7810,6728,8277,6953,8726,7918,9165,7365,10683,8490,11636,8928,11047,11554,11008,17419,6478,12376,5682,6916,4171,6240,2381,6216,1026,3706,218,1368,0,0,0,0,0,0
2024-07,6호선,2614,독바위,8,0,2664,240,5459,937,15727,2060,14092,3496,7263,2593,4868,2866,4253,2565,4532,3382,3887,3317,3524,3561,3678,4539,3455,5705,3352,7562,3137,13153,1925,11134,1317,6561,889,5437,650,5266,408,3310,46,1197,1,0,0,0,0,0
2024-07,6호선,2615,연신내,0,0,0,0,1,0,3,0,7,0,5,0,9,0,5,0,6,0,14,0,6,0,8,0,4,0,6,0,9,0,9,0,6,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0
2024-07,6호선,2616,구산,43,0,6972,164,13545,2242,33728,6791,42431,8554,21862,6473,14343,5623,13193,7441,13507,8043,11531,8232,10130,9427,11840,11354,12404,14431,11598,17027,10174,25643,6630,22795,4930,11644,4007,10446,4088,8892,1322,5578,240,1902,0,0,0,0,0,0
2024-07,6호선,2617,새절(신사),23,0,12333,664,23456,4716,59054,8235,67830,14102,33861,10548,21284,9655,18545,10886,18590,12632,17567,14563,14838,14733,14723,19570,17581,22327,16444,31856,15652,52161,9652,41848,6884,24312,5494,21972,4079,19680,1747,12593,322,4374,0,1,0,0,0,0
2024-07,6호선,2618,증산(명지대앞),57,14,8105,734,16745,3936,41163,5912,49465,11781,27553,8597,17733,7325,15234,9337,15210,10041,14167,11341,12023,12262,11945,15077,13158,19205,12892,27304,13172,44627,7898,32815,5709,20022,4495,19475,3608,16916,1585,9785,280,3205,0,0,0,0,0,0
2024-07,6호선,2619,디지털미디어시티,158,2,7451,3340,18854,11799,56319,33883,57810,74148,30224,33046,18011,12534,15644,11384,15655,13129,14934,13663,13614,13987,15562,16143,21932,23243,37503,32772,51247,52631,20960,38152,11682,23380,9646,21476,9740,20554,3269,11988,811,5028,0,16,0,0,0,0
2024-07,6호선,2620,월드컵경기장(성산),19,0,1076,1598,3298,3502,8979,5291,10237,8563,5762,8083,5398,8004,6942,8754,7292,9933,7954,10916,9225,12389,10686,13086,13020,18845,12670,27066,11581,33025,11477,18093,12703,6086,22270,4366,21778,3394,2631,1875,306,500,0,0,0,0,0,0
2024-07,6호선,2621,마포구청,19,3,6627,1843,15941,7479,45502,15981,61317,38432,35485,20399,21540,14430,20759,13440,20486,16540,20286,17601,18752,16097,19817,19855,22391,22168,27421,30016,38686,47724,18667,34434,13243,22049,12425,19960,11618,19472,4601,12581,717,3426,0,0,0,0,0,0
2024-07,6호선,2622,망원,10,2,6042,937,11045,5573,28408,11130,39349,35876,25164,34648,18971,24576,19211,27569,23960,28592,24443,32915,24276,28745,25952,32874,29383,35338,35397,39992,43255,52016,29399,36514,25088,19649,23240,17022,18257,14467,8684,10328,1490,2578,0,0,0,0,0,0
2024-07,6호선,2623,합정,24,1,3618,1229,6515,6619,13936,17908,20648,45607,14879,31358,11891,19778,13386,20182,17109,20617,18630,23155,20843,19804,22796,21349,25744,25545,35922,30364,52218,44644,32809,28585,30070,15354,33251,13086,28182,12373,15650,8838,2664,2570,0,0,0,0,0,0
2024-07,6호선,2624,상수,55,2,5275,1197,6843,3987,11063,6714,15007,23620,10327,26359,8072,18034,8830,16860,11855,19412,13232,20579,13618,19684,15337,19265,20313,21859,24023,27567,31231,35367,22276,24686,20194,15874,23288,12386,23805,11698,15980,9422,3172,3193,0,0,0,0,0,0
2024-07,6호선,2625,광흥창(서강),5,0,3168,1643,8379,6034,22305,16577,29521,36427,17830,19538,13511,13262,13887,11207,15203,11509,13345,11975,12736,11720,13950,12662,17407,13498,24091,17517,32422,26749,15219,18874,9833,11903,9396,10492,6494,10437,2501,5948,456,1878,0,0,0,0,0,0
2024-07,6호선,2626,대흥(서강대앞),5,1,2506,1255,5855,5715,16875,16896,23981,34539,14858,20672,10988,12800,10769,11092,12512,14835,16511,16663,12808,11932,15315,13294,18571,14563,24264,18914,29166,27576,13466,17475,11183,10381,11207,9256,10102,9208,3667,6454,531,1715,0,0,0,1,0,0
2024-07,6호선,2627,공덕,123,2,5372,2529,9332,12200,23552,45131,33322,109857,23767,51461,20449,23908,22257,21524,23198,21208,25337,21842,24602,20759,29567,20607,35663,25561,63703,32907,93985,45748,38304,28728,30362,18349,28991,17288,21734,15773,9924,10879,1340,4241,0,128,0,0,0,0
2024-07,6호선,2628,효창공원앞,15,0,2744,581,6182,3704,18523,8324,28472,26196,16428,13208,10504,7517,9620,7088,10470,7905,10123,8022,8791,8065,9833,8549,12529,10844,16848,14039,24809,20546,9926,14570,6811,9097,5651,8368,4298,7631,2251,5261,488,2011,1,0,0,0,0,0
2024-07,6호선,2629,삼각지,5,0,1594,701,3291,7554,8889,16754,14186,30522,9221,13818,6987,8853,9095,8610,10776,10360,12054,9972,13321,8596,14059,9130,17472,9765,25447,12267,32398,16643,13791,10230,11108,7180,10880,6743,8995,7348,4771,4925,748,1437,1,3,0,0,0,0
2024-07,6호선,2630,녹사평(용산구청),26,0,1270,596,2304,4578,4896,9903,7604,19482,6069,9385,4616,7241,4884,6865,5941,8382,6468,9054,6670,8133,8578,9208,11532,9699,14854,12168,19608,14654,12293,9675,11020,6130,12604,5183,10293,4734,5117,2798,707,996,0,0,0,0,0,0
2024-07,6호선,2631,이태원,131,6,9781,1580,8116,9848,8493,12761,11124,29389,9588,27537,8949,19344,10507,16765,11846,17702,14157,19368,15612,18107,19616,19346,24890,22499,29767,26344,38066,30755,27658,25681,23845,20001,25021,18712,23713,18006,16226,14471,2860,5613,0,0,2,0,0,0
2024-07,6호선,2632,한강진,27,1,600,1048,1453,9608,4089,22443,5422,43021,4525,30179,3652,21692,4891,21446,7122,22152,9143,28936,12294,22031,17700,21367,24872,23115,43875,26239,48387,29196,30014,14563,28942,4857,18609,3824,32883,3127,4837,2093,420,1471,0,177,0,0,0,0
2024-07,6호선,2633,버티고개,4,0,760,328,2025,1519,5733,2850,7919,5439,4701,3487,3538,2529,3029,2266,3263,2672,2884,3012,3001,3092,3524,3477,3670,3908,4634,4995,6104,7442,3239,5308,2218,3522,1697,3397,1344,3107,588,1940,98,564,0,43,0,0,0,0
2024-07,6호선,2634,약수,1,0,1232,308,1849,2423,4852,6295,7963,17583,6060,9442,4682,5331,4642,5417,5487,4957,5529,5420,5553,4933,6184,5570,7225,5634,9723,7684,14882,10328,7342,5916,5847,3609,5647,3215,4761,2835,2357,1674,452,624,0,1,0,0,0,0
2024-07,6호선,2635,청구,7,0,1881,521,3009,3141,7719,7715,10528,23600,7052,12275,4986,4902,4815,4209,4739,4283,5248,4647,5363,4388,5619,4996,7218,5455,8755,6835,15598,7976,8968,5607,5510,3885,4652,3481,3799,3153,1819,2192,295,815,0,1,0,0,0,0
2024-07,6호선,2636,신당,153,0,6493,1337,5063,8828,7668,16152,12920,38403,9525,23862,8377,14634,10818,12184,12302,11967,12722,12769,13602,11162,15668,10319,19064,12478,23380,14218,28694,20365,17591,20554,16291,11129,15658,8604,17010,8193,7130,8680,1669,2437,0,24,0,0,0,0
2024-07,6호선,2637,동묘앞,128,2,4922,972,5390,4815,11123,8347,16158,23190,12659,18542,12429,15017,15127,15294,16482,14912,16541,16396,18018,16127,19923,15183,21618,15409,22859,16175,21730,20708,12548,15137,9728,10151,7671,9881,5501,10107,2796,8182,492,2411,0,77,0,0,0,0
2024-07,6호선,2638,창신,10,0,2886,249,5744,2275,16087,5311,18465,5670,9372,3671,5902,2660,4635,2331,4778,3067,4532,3429,4301,3163,4168,4069,4892,4990,4360,6641,4608,10336,2752,7790,2616,5095,1702,5026,1026,4789,555,3086,112,872,0,0,0,0,0,0
2024-07,6호선,2639,보문,30,0,4276,1028,8910,5322,25102,10444,34653,21077,17569,10885,11126,7180,10272,6545,10925,7557,11083,8773,10292,7842,11088,9635,14317,11229,14928,16079,18738,26162,8926,19589,7168,12181,6843,12411,5550,12034,2861,8433,606,2900,0,0,0,0,0,0
2024-07,6호선,2640,안암(고대병원앞),5,0,1895,1619,4069,7327,10749,18053,13888,38442,12286,36934,13361,21691,15184,15041,17894,18194,17024,19432,19205,16823,23293,14468,30700,14959,42762,17209,32294,22431,17881,16782,15046,10695,17314,11914,14543,12856,8590,8857,1620,3468,0,101,0,0,0,0
2024-07,6호선,2641,고려대(종암),51,0,4003,1176,8122,5443,23016,13362,28531,27594,14672,17630,10451,8422,10467,7770,12009,9173,13297,11075,11419,9320,13008,9910,20687,12346,22962,14750,20540,23262,9937,18260,7415,11559,7616,11858,5674,11473,2538,8205,504,2614,2,64,0,0,0,0
2024-07,6호선,2642,월곡(동덕여대),33,1,7354,836,15155,4314,43894,8555,50495,27269,24936,18224,16837,11873,15518,11082,16507,12810,15685,14069,15041,14490,15348,16814,17891,21318,20579,26832,27443,43598,13435,34307,9643,19484,7609,17644,5564,16379,2576,10916,518,3518,0,0,0,0,0,0
2024-07,6호선,2643,상월곡(한국과학기술연구원),44,2,5826,542,10067,2676,25952,4313,30398,13097,15659,7394,10279,5565,9289,5236,9538,6325,8726,7085,7725,6853,8270,8954,9566,10616,9109,14260,10611,21306,6215,18075,3547,10341,4662,9969,2504,9621,1365,6331,224,2240,0,1,0,0,0,0
2024-07,6호선,2644,돌곶이,50,2,7446,1967,16326,6796,45179,7035,46971,18942,23806,13144,15282,11150,13321,9577,15050,10748,13858,10963,15125,10848,14373,14065,16264,16405,17315,22607,15277,37491,10821,29867,6400,16899,5684,14684,4551,14990,1840,9032,342,3132,0,0,0,0,0,0
2024-07,6호선,2645,석계,1207,3,9389,2001,21534,5507,54561,8193,58391,14436,29699,10874,20973,10265,17774,11799,18762,13756,18414,14546,16003,15684,15176,19748,16503,26310,17173,33283,15051,57990,11632,44981,8236,25611,7483,22607,6197,21069,3405,13357,688,4362,0,3,0,0,0,0
2024-07,6호선,2646,태릉입구,5,0,4705,1113,7732,3351,19639,3503,22574,9143,11698,6940,8710,5261,8272,6514,8804,7004,8367,7852,8278,8515,8418,9194,9117,12062,9543,15153,10083,25368,6414,20117,4950,11234,4194,11090,3731,9474,1964,7709,473,3565,0,3,0,1,0,0
2024-07,6호선,2647,화랑대(서울여대입구),22,1,7439,1244,25805,3528,66563,8040,57547,13942,26779,8106,17270,6988,14976,7259,15495,8539,16108,9467,12908,9345,14192,12641,15765,15345,15027,24375,12931,39450,7048,32898,5382,19353,4375,16691,3173,16077,1280,10674,179,4035,0,40,0,0,0,0
2024-07,6호선,2648,봉화산(서울의료원),12,1,6100,1002,17569,2813,52899,6418,41585,13729,19689,8064,14017,6849,12119,7018,12894,8662,11771,10239,10021,9964,10016,12566,11648,15744,12997,21970,11730,33076,5844,31018,4403,17220,3745,14481,3210,14767,1262,8364,167,3017,0,216,0,0,0,0
2024-07,6호선,2649,신내,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-07,7호선,2711,장암,2,0,2541,223,9190,1196,20446,1329,12070,1855,5101,2408,2758,2813,2395,3123,2749,2791,3311,2031,3546,1474,3900,1595,3970,2069,3993,2905,3389,4472,2157,4160,1244,2288,883,978,517,1203,180,609,42,238,0,0,0,0,0,0
2024-07,7호선,2712,도봉산,139,9,6556,1199,20606,5173,54079,8699,41550,12323,20877,11945,13296,11642,11193,11255,11529,11387,10377,12239,10204,12656,10655,14660,12488,17894,11307,24370,11269,39807,5723,41397,3941,23729,2846,19673,2481,16413,867,11161,187,4626,1,154,0,0,0,0
2024-07,7호선,2713,수락산,95,5,10669,781,23710,5734,49146,8483,49409,19256,29347,16754,21293,16019,19074,16373,19399,17461,19579,15932,19393,15404,20114,18657,20498,23680,20226,29734,18853,44007,12139,43478,8762,25138,6833,20171,4414,18016,2285,11581,384,4309,0,1,0,0,0,0
2024-07,7호선,2714,마들,13,0,11922,1399,28927,3457,69268,8077,64590,12716,31680,10814,22558,10621,20259,12512,21559,13516,18031,14849,15874,15742,16549,20004,15988,24157,14842,30958,13418,49297,8435,50496,6129,26721,4325,22734,3069,20555,1443,13178,241,4161,0,1,0,0,0,0
2024-07,7호선,2715,노원,54,1,8209,3686,20926,9831,54048,27019,65391,59143,40002,54129,33931,38769,35615,37966,40753,41234,40973,43788,40804,41776,44777,45689,48946,50093,53404,60576,61709,82309,40466,65087,36691,34440,29528,28428,27034,23520,12488,14736,2521,4394,0,0,0,0,0,0
2024-07,7호선,2716,중계,11,1,9892,2303,27558,5209,66951,15961,66781,28352,34576,16454,24895,13393,22536,13152,24208,14653,21930,15184,18794,15067,18615,17893,21278,21719,21183,31136,18125,49633,10053,49629,7965,27338,8453,22943,6223,20834,3134,12766,465,3979,0,0,0,0,0,0
2024-07,7호선,2717,하계,64,1,9729,1681,29399,7307,73171,17092,73617,28991,40636,20807,29796,16243,28706,16652,28516,21688,26971,24678,25696,22465,29387,25138,31656,29691,30788,38489,25077,62630,14262,56871,14579,31021,10464,27073,7872,25978,2888,17180,486,5504,0,0,0,0,0,0
2024-07,7호선,2718,공릉(서울과학기술대),12,0,6632,949,15998,4440,41044,11500,44778,22899,24418,16481,18275,12380,17960,12242,19250,14586,19804,15719,17430,15467,18570,18564,20339,21814,21976,27807,22460,44467,13060,38489,10574,20596,9652,18308,8380,17702,4101,11528,723,4133,1,0,0,0,0,0
2024-07,7호선,2719,태릉입구,135,1,8740,1093,10021,4748,23891,7905,29429,18509,18295,11831,13522,8819,12093,9616,13872,10402,13337,11303,12870,11176,14211,12695,15673,14672,18398,18909,19423,27166,11228,23632,9069,13982,8016,12975,6600,12337,2964,7462,554,3310,0,1207,0,0,0,0
2024-07,7호선,2720,먹골,23,3,7623,651,14565,3284,37500,6238,47089,16491,26683,11033,17840,9625,15538,10734,16412,12148,15544,12815,13959,13492,13571,17413,14477,21166,15413,26140,17754,40968,10796,33787,8172,20584,6747,17362,4659,15450,2041,9868,463,2928,0,176,0,0,0,0
2024-07,7호선,2721,중화,82,0,8818,1206,16117,6297,38106,9300,47968,21662,27094,11685,16902,9179,15241,9727,15555,11253,14684,11598,13460,12384,13660,16364,16027,19634,17601,25063,19035,39083,11355,33798,7584,19591,6599,17694,4539,16171,2031,10020,359,3188,0,91,0,0,0,0
2024-07,7호선,2722,상봉,380,16,11605,1385,21744,7667,59181,13112,79670,30509,39978,20651,24243,17008,21669,17564,24658,20179,23827,21142,22514,20763,23242,23575,26576,29942,31018,42153,32634,71985,23280,60479,18568,32799,17743,26286,13732,25756,7569,15575,1788,7118,1,48,0,0,0,0
2024-07,7호선,2723,면목,100,0,14047,875,25257,5265,59725,9244,75735,22754,40901,15713,24950,13669,20946,14320,22037,15524,21074,16592,17616,18625,17736,24217,20064,29732,20036,36628,20136,58854,14959,49233,9435,27789,7063,24210,4541,23861,2445,12987,470,4715,0,0,0,0,0,0
2024-07,7호선,2724,사가정,21,0,12681,1550,25796,7747,58661,12486,74411,26090,41981,17442,26450,15640,23110,16786,23769,18460,22470,19470,20389,21078,21613,26872,22664,32181,24741,42832,25500,67896,18078,53685,12792,30280,10632,27566,7870,23470,4146,12675,755,4633,1,1,0,0,0,0
2024-07,7호선,2725,용마산(용마폭포공원),13,2,5212,659,11605,2492,24915,4253,29659,9885,16497,5633,9743,5170,8190,4965,8542,6141,7301,6391,6371,6575,6310,8978,7726,10681,7151,14198,7591,23108,5039,18703,3160,11005,2600,10250,1911,9539,1015,5419,165,2125,2,3,0,0,0,0
2024-07,7호선,2726,중곡,11,1,6763,757,14281,4749,32722,16860,48050,32075,29479,15514,17173,10101,15275,9255,15930,11305,14473,12323,13594,12020,14161,15528,20111,18303,21910,23229,25548,36475,12928,28622,8879,18011,6760,16134,4930,14477,1862,7683,326,2882,0,0,0,0,0,0
2024-07,7호선,2727,군자(능동),46,0,9484,943,15802,6656,39672,10582,61086,29931,40377,20686,23470,13327,19758,12879,21300,13301,21233,15178,19768,16010,20573,19486,23305,22375,29932,30389,35771,45873,21980,35093,18548,21496,17636,19132,13157,16938,6756,9589,1425,3656,0,46,0,0,0,0
2024-07,7호선,2728,어린이대공원(세종대),35,2,3587,1087,7968,7624,21617,17422,35986,53863,25679,38664,15943,20437,16285,17789,19564,21201,21277,23609,20271,18623,23365,18334,33012,19667,40428,24321,44856,34133,22852,25029,17958,16892,17420,15048,14823,15322,7507,10726,1528,3367,0,1,0,0,0,0
2024-07,7호선,2729,건대입구,72,1,4404,1020,5357,9239,14941,22368,20591,37095,16696,31454,15053,22730,16668,20172,18297,23119,20152,26467,22605,23358,28160,22633,32141,23332,42419,29470,35763,39860,24961,25647,26638,14514,22233,12285,18716,10605,9433,5970,1743,3035,0,207,0,0,0,0
2024-07,7호선,2730,자양(뚝섬한강공원),12,0,5403,722,10474,4415,23921,6901,33619,15205,22026,11609,12549,9885,10965,10518,11332,11996,11775,13248,11805,13681,14148,15977,15539,17879,18007,23401,19316,34489,12852,25635,13527,16784,13075,15459,10474,12526,5431,6192,935,2046,0,3,0,0,0,0
2024-07,7호선,2731,청담,18,0,2522,4631,6847,35564,11565,65616,15003,149975,13239,95052,12606,35929,14865,22358,19434,23178,19741,22988,24142,19938,32049,17051,43733,18384,75704,19264,114941,20722,54389,13880,30987,10335,27709,9103,20831,6760,5611,3687,929,2527,0,0,0,0,0,0
2024-07,7호선,2732,강남구청,23,0,1849,1759,4377,15828,7526,39947,10691,113352,9784,104720,9650,42587,11678,24895,14485,21105,16962,22245,21283,19001,26167,16899,31289,16697,55612,18822,94965,21896,55666,13532,33319,9060,31545,6880,22171,5593,9183,3869,1646,1894,0,0,0,0,0,0
2024-07,7호선,2733,학동,2,0,2076,1752,4873,27435,9330,63144,12432,195650,11410,144244,11933,57303,15306,29211,19647,25076,22511,28221,28161,23518,36223,19893,48023,18743,94927,20748,177595,22217,81067,13432,41273,8611,34523,7496,25317,5566,9692,3487,1691,1311,0,0,0,0,0,0
2024-07,7호선,2734,논현,19,5,3021,1377,4660,18756,9342,45763,14272,113978,12468,94755,11513,36901,13534,23028,15129,22212,17248,24095,22158,22159,27298,20126,34142,22080,66098,27386,107325,33843,56145,19290,36542,11107,38043,9412,34420,7362,16778,5211,3430,2492,0,0,0,0,0,0
2024-07,7호선,2735,반포,6,0,991,1296,3307,16072,9147,13188,11951,19911,8507,16512,6485,11010,6694,11403,8388,10790,9184,10290,10381,9438,13192,9064,20975,9065,21153,10289,19832,12414,12701,7409,9783,4629,9849,4247,7314,4114,2334,2303,353,767,0,0,0,0,0,0
2024-07,7호선,2736,고속터미널,36,0,1523,2862,3742,23144,12819,41181,20057,54155,26339,38553,25244,31232,27908,29122,29258,25859,28722,28794,30242,24979,38840,20741,43914,20484,62419,22763,52451,25457,31569,15898,33375,9556,29567,9512,22932,5481,6641,3051,793,789,0,1,0,0,0,0
2024-07,7호선,2737,내방,12,0,2551,2414,8364,15767,19692,28915,29162,85790,22460,48377,16270,21763,15889,16596,17715,17201,19833,19033,19947,17383,22595,17378,29264,18517,47137,25393,75485,32516,28443,21043,20059,13594,18122,12065,12490,9738,4390,6165,752,2757,0,192,0,1,0,0
2024-07,7호선,2738,이수,44,3,5172,2360,10717,15068,30661,15861,45147,45377,30545,31033,20496,22317,20506,19875,22659,20643,24102,23804,24248,23373,26632,25595,32631,30063,36869,41858,47570,61562,27957,39081,25529,21791,28495,17829,23965,15432,12637,8869,2126,2976,1,28,0,0,0,0
2024-07,7호선,2739,남성,32,0,6421,901,16227,3783,40752,7030,58161,16061,35471,12226,20547,11528,17564,11811,18098,12823,17839,13577,15522,14318,15410,18190,15336,21909,15622,30242,15434,46944,9511,32709,8221,21590,7388,18082,5251,16914,2219,10019,446,3226,0,0,0,0,0,0
2024-07,7호선,2740,숭실대입구(살피재),38,1,6352,1045,14408,4278,40859,7468,53510,16580,32972,20004,20879,13333,17732,13273,18163,15580,18526,16416,16240,16914,16933,19981,20234,23334,26159,31688,19057,48124,11256,34608,9558,22418,9149,20261,7742,20384,4186,13419,884,4505,0,0,0,0,0,0
2024-07,7호선,2741,상도,7,1,6071,1458,13548,5103,37157,8242,47927,19437,30433,16014,18974,12585,16695,11206,18112,13410,16684,14092,15466,14896,16465,16903,19043,19694,20268,28074,20112,44314,11333,30266,9418,19953,8494,17925,7351,16984,3658,11558,883,3435,0,0,0,0,0,0
2024-07,7호선,2742,장승배기,23,0,6538,1290,11990,7027,29371,8573,41610,18711,25575,13550,16065,10054,14244,10310,14576,11941,14268,12224,13066,12308,12981,14687,15055,17346,16152,21675,16401,34738,8503,23984,7055,15217,6470,13761,4465,12698,2068,8024,442,2912,0,0,0,0,0,0
2024-07,7호선,2743,신대방삼거리,80,1,10429,661,20642,5179,54896,9451,79792,20287,43580,16476,24453,14346,21559,14176,23788,15977,20727,17471,19426,19027,18776,22441,20219,26934,19999,38495,21918,64773,12544,46215,10881,27716,9198,25804,6882,21500,3292,13953,664,5080,0,0,0,0,0,0
2024-07,7호선,2744,보라매,6,0,3986,712,6878,3052,18286,9490,26262,22995,15097,10194,9285,7824,8565,8081,9526,8880,9589,8696,9527,8182,10505,9184,11437,11129,13354,16432,18376,25557,8073,17951,6790,11241,6212,10512,5162,8638,2091,5495,427,2134,0,7,0,0,0,0
2024-07,7호선,2745,신풍,274,4,14303,1627,16690,6986,42093,12849,51369,21556,29181,13684,17177,11159,15255,10755,16427,11521,15203,12871,13870,12826,15298,16283,18755,19955,18643,28261,18687,42031,11577,29889,7971,17855,7027,17140,4964,15067,2044,8365,405,2859,1,373,0,0,0,0
2024-07,7호선,2746,대림(구로구청),73,2,13154,916,9041,4229,17651,8660,23677,21404,18740,16474,13740,18824,14034,19569,15503,16476,16573,16831,17463,16070,18375,17389,19452,19495,20845,24906,21460,25212,13775,16671,10765,11900,8868,14037,6987,10947,3625,5305,461,1506,0,1,0,0,0,0
2024-07,7호선,2747,남구로,230,4,18877,1532,16066,7362,31700,35624,35541,99013,23342,46765,15609,19685,14279,14816,16350,14389,15265,15196,14166,14036,16272,17522,20023,22853,47337,31193,76877,32232,31371,23174,16644,15575,12116,17189,7674,14683,3392,7446,555,2015,0,0,0,0,0,0
2024-07,7호선,2748,가산디지털단지,644,5,7222,5477,10536,33509,25775,165279,29961,425384,21028,237355,19063,62931,23436,35859,30771,32354,34658,33905,41713,28372,53956,26255,82057,25955,239011,29083,337070,36949,129784,25398,73200,16008,55337,13228,30602,12474,12391,7891,1786,3054,0,0,0,0,0,0
2024-07,7호선,2749,철산,48,0,10563,5386,34548,14810,90556,21066,87514,37134,48037,27273,31108,20403,32748,21546,31258,24084,27412,24858,25315,25643,28939,29488,36745,37611,36412,58907,38406,96794,21118,71691,18193,39553,17461,34324,14636,31184,6620,18975,1176,5555,0,1,0,0,0,0
2024-07,7호선,2750,광명사거리,156,3,19617,6270,31161,13019,79764,16625,84305,26274,44249,23195,28950,23916,27575,26505,29653,27510,28897,28818,27933,29091,29247,34854,34571,40216,35867,52889,32548,80405,22588,58346,15699,32616,12174,28099,8890,23237,3896,14633,825,4205,0,2,0,0,0,0
2024-07,7호선,2751,천왕,50,0,8503,1617,21262,6340,57718,10543,62376,19072,32353,8989,18817,7825,15911,9133,15488,11929,14511,12623,12675,13366,13595,16747,15753,21114,16222,30312,16160,49652,7502,38856,5693,22498,4236,18735,2980,16916,1327,10441,240,2927,0,61,0,0,0,0
2024-07,7호선,2752,온수(성공회대입구),179,0,9463,832,20214,3881,47508,10520,53204,15119,23105,7081,13347,6025,11496,6240,12197,7623,10647,8414,9137,8736,10338,11397,11692,15371,12945,22157,13691,41385,5670,29249,4753,17864,4376,15091,2898,13310,1699,8490,304,4329,0,903,0,0,0,0
2024-07,7호선,2753,까치울,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
